Time,NO_1,NO_2,NO_3,NO_4,NO_5
4438,2467,3486,2571,1555,1579
4439,2345,3308,2585,1486,1552
4440,2217,3212,2403,1410,1518
4441,2104,3140,2343,1409,1462
4442,2077,3162,2358,1417,1486
4443,2040,3250,2379,1398,1473
4444,2103,3161,2427,1388,1491
4445,2360,3186,2558,1489,1537
4446,2752,3446,2713,1584,1666
4447,2929,3665,2702,1719,1708
4448,3039,3736,2775,1681,1748
4449,3106,3771,2826,1705,1766
4450,3150,4033,2795,1661,1760
4451,3146,3844,2768,1629,1792
4452,3174,3801,2761,1600,1736
4453,3158,3859,2835,1609,1773
4454,3092,3827,2898,1636,1778
4455,3091,3711,2723,1667,1745
4456,3053,3793,2800,1666,1724
4457,2990,3725,2958,1660,1781
4458,2932,3735,2822,1641,1708
4459,2900,3769,2738,1606,1703
4460,2835,3687,2648,1557,1655
4461,2711,3574,2619,1558,1630
4462,2539,3448,2726,1499,1616
4463,2372,3413,2625,1509,1572
4464,2248,3268,2395,1464,1531
4465,2132,3197,2322,1429,1526
4466,2079,3201,2391,1339,1511
4467,2044,3170,2519,1347,1486
4468,2126,3177,2411,1340,1503
4469,2457,3310,2441,1445,1583
4470,2748,3508,2673,1524,1665
4471,2947,3645,2748,1610,1713
4472,3069,3700,2877,1634,1754
4473,3103,3689,2914,1606,1765
4474,3101,3624,2992,1675,1740
4475,3106,3600,2865,1654,1718
4476,3085,3541,2732,1653,1624
4477,3015,3665,2786,1683,1736
4478,3014,3630,2732,1632,1757
4479,3051,3721,2784,1608,1739
4480,3015,3691,2648,1579,1736
4481,2978,3848,2735,1563,1800
4482,2943,3891,2838,1586,1708
4483,2946,3657,2817,1588,1705
4484,2862,3612,2820,1595,1687
4485,2727,3601,2715,1565,1628
4486,2542,3470,2650,1584,1574
4487,2364,3313,2502,1397,1545
4488,2295,3283,2303,1325,1502
4489,2155,3203,2292,1307,1493
4490,2119,3101,2235,1277,1497
4491,2096,3086,2253,1296,1482
4492,2139,3149,2421,1263,1497
4493,2377,3400,2449,1313,1600
4494,2667,3578,2599,1378,1678
4495,2859,3602,2708,1359,1728
4496,2960,3702,2567,1392,1754
4497,3037,3808,2706,1538,1769
4498,3029,3740,2867,1546,1796
4499,3053,3734,2747,1458,1765
4500,3028,3653,2727,1453,1775
4501,3040,3647,2811,1512,1784
4502,3013,3626,2837,1553,1757
4503,3004,3679,2871,1553,1789
4504,2972,3715,2785,1521,1773
4505,2927,3717,2734,1556,1780
4506,2876,3577,2722,1601,1740
4507,2843,3723,2689,1465,1732
4508,2780,3848,2712,1445,1684
4509,2658,3826,2698,1481,1641
4510,2571,3650,2655,1450,1628
4511,2430,3385,2565,1609,1584
4512,2309,3336,2487,1535,1551
4513,2205,3214,2450,1437,1514
4514,2137,3145,2435,1493,1497
4515,2097,3118,2338,1453,1502
4516,2188,3184,2387,1455,1493
4517,2419,3421,2600,1550,1605
4518,2719,3609,2692,1645,1672
4519,2918,3694,2756,1679,1761
4520,2999,3753,2795,1694,1790
4521,3063,3844,2795,1776,1812
4522,3087,3736,2829,1781,1792
4523,3098,3707,2841,1766,1759
4524,3093,3761,2816,1778,1789
4525,3058,3878,2763,1758,1818
4526,3079,3831,2523,1765,1831
4527,3042,3759,2528,1763,1841
4528,3006,3586,2707,1774,1822
4529,2963,3710,2716,1739,1813
4530,2942,3781,2674,1758,1790
4531,2850,3739,2668,1724,1770
4532,2784,3708,2654,1720,1766
4533,2730,3600,2629,1662,1718
4534,2646,3525,2567,1666,1670
4535,2482,3464,2512,1648,1662
4536,2287,3343,2441,1627,1593
4537,2236,3222,2388,1539,1564
4538,2194,3239,2366,1490,1554
4539,2134,3240,2369,1518,1566
4540,2197,3204,2439,1541,1545
4541,2413,3347,2513,1593,1616
4542,2686,3579,2650,1686,1667
4543,2870,3730,2738,1769,1739
4544,2992,3785,2796,1758,1763
4545,3052,3833,2831,1700,1771
4546,3060,3798,2868,1699,1795
4547,3056,3776,2828,1726,1778
4548,3003,3894,2812,1789,1757
4549,2988,3749,2845,1713,1710
4550,2958,3703,2830,1623,1725
4551,2951,3637,2775,1643,1743
4552,2891,3689,2738,1652,1742
4553,2838,3660,2722,1667,1732
4554,2779,3664,2732,1692,1689
4555,2690,3650,2669,1660,1693
4556,2596,3558,2605,1651,1649
4557,2450,3504,2581,1631,1627
4558,2350,3521,2549,1653,1618
4559,2315,3482,2579,1623,1592
4560,2206,3423,2540,1582,1542
4561,2117,3361,2468,1503,1532
4562,2066,3285,2406,1520,1455
4563,2036,3224,2404,1501,1546
4564,2008,3203,2421,1528,1553
4565,2065,3235,2408,1522,1518
4566,2162,3350,2450,1583,1534
4567,2283,3429,2643,1643,1560
4568,2521,3574,2661,1755,1643
4569,2674,3780,2701,1710,1722
4570,2760,3809,2709,1728,1626
4571,2779,3794,2725,1708,1684
4572,2783,3713,2610,1677,1653
4573,2778,3637,2519,1619,1640
4574,2787,3631,2790,1586,1640
4575,2750,3726,2878,1593,1635
4576,2747,3813,2812,1593,1650
4577,2727,3810,2649,1593,1644
4578,2691,3737,2625,1588,1589
4579,2626,3634,2616,1561,1662
4580,2520,3570,2645,1536,1620
4581,2457,3502,2639,1540,1552
4582,2398,3465,2545,1519,1541
4583,2233,3375,2479,1502,1564
4584,2141,3329,2480,1485,1528
4585,2083,3287,2519,1447,1526
4586,2038,3251,2408,1415,1506
4587,1975,3230,2436,1396,1488
4588,1964,3222,2387,1369,1482
4589,2003,3208,2418,1389,1528
4590,2055,3238,2401,1393,1525
4591,2195,3385,2450,1418,1450
4592,2383,3538,2535,1468,1597
4593,2436,3584,2672,1483,1640
4594,2522,3596,2672,1512,1648
4595,2509,3593,2607,1484,1641
4596,2472,3515,2599,1486,1547
4597,2457,3590,2652,1467,1629
4598,2461,3564,2596,1478,1650
4599,2484,3589,2724,1527,1655
4600,2503,3556,2617,1548,1654
4601,2573,3630,2487,1552,1670
4602,2556,3662,2597,1603,1681
4603,2564,3618,2657,1585,1684
4604,2515,3602,2635,1541,1663
4605,2458,3534,2524,1492,1639
4606,2392,3524,2639,1483,1462
4607,2275,3455,2667,1447,1620
4608,2191,3375,2575,1430,1592
4609,2116,3317,2495,1392,1566
4610,2087,3317,2460,1412,1566
4611,2034,3287,2419,1393,1415
4612,2084,3272,2498,1412,1508
4613,2287,3453,2577,1456,1676
4614,2559,3577,2721,1547,1660
4615,2714,3724,2805,1661,1685
4616,2847,3769,2802,1675,1758
4617,2955,3785,2856,1704,1764
4618,2933,3555,2808,1689,1747
4619,2949,3800,2763,1691,1760
4620,2956,3806,2683,1688,1702
4621,2926,3778,2699,1713,1761
4622,2898,3755,2706,1748,1726
4623,2881,3734,2735,1667,1736
4624,2824,3785,2701,1613,1728
4625,2768,3779,2702,1580,1717
4626,2757,3691,2692,1603,1715
4627,2706,3693,2699,1559,1715
4628,2639,3642,2681,1524,1719
4629,2587,3581,2607,1521,1678
4630,2540,3566,2581,1461,1657
4631,2341,3408,2515,1438,1623
4632,2193,3326,2450,1388,1573
4633,2131,3244,2347,1394,1544
4634,2064,3239,2355,1384,1531
4635,2007,3224,2361,1377,1520
4636,2083,3233,2387,1397,1512
4637,2274,3410,2449,1523,1546
4638,2522,3580,2551,1631,1664
4639,2713,3745,2694,1745,1695
4640,2842,3789,2660,1575,1733
4641,2934,3882,2658,1482,1738
4642,2956,3927,2677,1529,1743
4643,2991,3904,2716,1542,1724
4644,2990,3818,2698,1600,1723
4645,2960,3855,2686,1675,1728
4646,2951,3811,2730,1715,1791
4647,2916,3735,2708,1787,1756
4648,2896,3770,2731,1741,1739
4649,2855,3788,2701,1622,1733
4650,2821,3738,2707,1622,1712
4651,2776,3736,2710,1598,1705
4652,2707,3679,2678,1592,1689
4653,2693,3664,2652,1566,1669
4654,2585,3576,2604,1582,1664
4655,2388,3424,2568,1569,1601
4656,2230,3308,2498,1536,1553
4657,2140,3239,2471,1475,1534
4658,2075,3208,2444,1474,1524
4659,2016,3277,2396,1478,1515
4660,2055,3279,2341,1482,1515
4661,2250,3422,2359,1545,1577
4662,2518,3560,2545,1615,1650
4663,2736,3654,2673,1632,1689
4664,2894,3770,2763,1671,1645
4665,2971,3890,2754,1758,1648
4666,3025,3884,2725,1775,1740
4667,3022,3844,2728,1708,1733
4668,3067,3772,2725,1725,1745
4669,3051,3770,2738,1753,1745
4670,2995,3761,2721,1729,1757
4671,2983,3753,2714,1693,1723
4672,2936,3700,2734,1671,1713
4673,2901,3660,2734,1661,1715
4674,2856,3639,2714,1690,1691
4675,2741,3672,2700,1680,1690
4676,2671,3547,2646,1649,1673
4677,2581,3579,2571,1619,1689
4678,2507,3534,2564,1540,1661
4679,2326,3399,2548,1487,1603
4680,2179,3295,2407,1469,1521
4681,2089,3240,2467,1457,1556
4682,2042,3123,2644,1426,1520
4683,1996,3177,2401,1400,1475
4684,2029,3194,2324,1318,1494
4685,2210,3271,2486,1376,1538
4686,2457,3366,2733,1486,1625
4687,2677,3458,2765,1568,1662
4688,2830,3522,2764,1489,1701
4689,2912,3533,2810,1643,1737
4690,2929,3586,2776,1740,1744
4691,2941,3668,2871,1643,1734
4692,2943,3716,2878,1605,1746
4693,2908,3684,2829,1624,1735
4694,2861,3619,2731,1600,1757
4695,2847,3585,2844,1697,1715
4696,2824,3557,2792,1756,1705
4697,2771,3654,2749,1752,1690
4698,2741,3656,2709,1592,1689
4699,2701,3626,2738,1577,1677
4700,2575,3574,2697,1670,1664
4701,2494,3575,2686,1649,1638
4702,2409,3434,2579,1611,1635
4703,2273,3296,2446,1535,1574
4704,2123,3257,2636,1476,1533
4705,2059,3222,2567,1466,1525
4706,2040,3145,2505,1472,1502
4707,1979,3097,2541,1478,1489
4708,2005,2995,2496,1625,1483
4709,2160,3172,2601,1675,1534
4710,2405,3364,2846,1710,1605
4711,2583,3559,2946,1847,1642
4712,2683,3633,2822,1796,1655
4713,2809,3734,2934,1787,1674
4714,2794,3732,2900,1927,1660
4715,2803,3739,2777,1992,1652
4716,2782,3697,2787,1882,1646
4717,2753,3673,2829,1791,1635
4718,2692,3565,2803,1847,1638
4719,2672,3542,2739,1851,1645
4720,2652,3639,2612,1706,1631
4721,2646,3592,2603,1681,1626
4722,2639,3557,2756,1697,1620
4723,2583,3521,2675,1672,1609
4724,2497,3506,2709,1667,1606
4725,2436,3525,2687,1705,1580
4726,2364,3469,2584,1668,1535
4727,2204,3399,2502,1621,1478
4728,2067,3340,2525,1546,1450
4729,2013,3182,2487,1526,1431
4730,1949,3138,2449,1472,1404
4731,1854,3079,2437,1484,1387
4732,1825,3022,2377,1448,1368
4733,1885,3150,2566,1567,1271
4734,1979,3334,2527,1634,1196
4735,2149,3408,2565,1635,1470
4736,2314,3534,2643,1650,1542
4737,2445,3549,2714,1622,1563
4738,2509,3542,2783,1647,1595
4739,2466,3578,2771,1702,1593
4740,2454,3471,2806,1722,1562
4741,2403,3489,2804,1759,1559
4742,2421,3693,2939,1705,1565
4743,2435,3778,2801,1653,1583
4744,2492,3752,2550,1678,1614
4745,2510,3710,2603,1624,1604
4746,2438,3514,2731,1527,1576
4747,2419,3473,2735,1584,1561
4748,2382,3587,2519,1631,1538
4749,2313,3403,2424,1543,1522
4750,2223,3343,2444,1568,1502
4751,2107,3256,2518,1589,1439
4752,1989,3174,2463,1532,1408
4753,1905,3117,2435,1485,1386
4754,1903,3107,2435,1467,1397
4755,1794,3047,2395,1491,1403
4756,1788,3074,2334,1506,1394
4757,1872,3135,2377,1525,1423
4758,1904,3214,2389,1518,1432
4759,1977,3451,2543,1566,1501
4760,2077,3301,2579,1583,1460
4761,2203,3313,2494,1578,1501
4762,2257,3352,2559,1579,1535
4763,2259,3470,2573,1650,1531
4764,2267,3507,2634,1498,1545
4765,2289,3532,2577,1479,1567
4766,2283,3574,2590,1632,1576
4767,2344,3636,2553,1606,1575
4768,2391,3587,2500,1609,1594
4769,2412,3510,2639,1688,1683
4770,2427,3511,2681,1652,1634
4771,2400,3412,2757,1644,1622
4772,2410,3501,2774,1824,1651
4773,2425,3413,2763,1586,1556
4774,2378,3396,2669,1547,1545
4775,2298,3313,2626,1613,1499
4776,2175,3263,2524,1548,1464
4777,2056,3237,2570,1388,1432
4778,2023,3201,2531,1506,1463
4779,2045,3118,2530,1526,1429
4780,2099,3192,2549,1535,1460
4781,2228,3366,2604,1627,1513
4782,2405,3479,2630,1713,1581
4783,2569,3616,2717,1854,1584
4784,2704,3668,2772,1864,1598
4785,2780,3707,2844,1831,1652
4786,2805,3756,2826,1906,1613
4787,2796,3782,2746,1933,1580
4788,2781,3650,2752,1957,1614
4789,2739,3718,2775,1958,1577
4790,2699,3661,2747,1838,1643
4791,2699,3632,2791,1761,1624
4792,2662,3650,2767,1839,1633
4793,2646,3582,2708,1745,1620
4794,2604,3530,2818,1735,1616
4795,2591,3584,2832,1784,1608
4796,2514,3589,2705,1771,1590
4797,2497,3508,2582,1756,1573
4798,2467,3381,2629,1739,1554
4799,2244,3394,2591,1680,1535
4800,2115,3263,2437,1710,1482
4801,2065,3324,2453,1754,1455
4802,2017,3303,2395,1605,1505
4803,1982,3302,2332,1635,1456
4804,2022,3341,2487,1653,1444
4805,2172,3455,2610,1705,1502
4806,2367,3579,2604,1733,1566
4807,2527,3578,2742,1770,1619
4808,2653,3752,2750,1782,1681
4809,2732,3863,2726,1828,1683
4810,2737,3684,2823,1854,1682
4811,2749,3532,2826,1863,1678
4812,2751,3572,2692,1786,1662
4813,2714,3648,2642,1800,1659
4814,2711,3705,2739,1804,1649
4815,2724,3672,2746,1794,1647
4816,2694,3631,2717,1849,1661
4817,2637,3564,2678,1816,1664
4818,2548,3548,2616,1790,1645
4819,2522,3539,2679,1746,1634
4820,2457,3524,2660,1726,1627
4821,2464,3421,2586,1701,1588
4822,2384,3525,2565,1672,1596
4823,2218,3431,2618,1695,1537
4824,2096,3271,2520,1697,1505
4825,1950,3249,2497,1746,1497
4826,1946,3215,2445,1647,1489
4827,1939,3236,2423,1588,1493
4828,1963,3287,2468,1598,1499
4829,2056,3414,2615,1665,1547
4830,2316,3436,2626,1786,1608
4831,2486,3578,2734,1864,1641
4832,2577,3727,2713,1899,1664
4833,2636,3794,2733,1962,1678
4834,2645,3771,2726,1867,1674
4835,2648,3728,2679,1814,1657
4836,2639,3670,2650,1767,1666
4837,2637,3709,2669,1812,1649
4838,2620,3682,2727,1843,1644
4839,2616,3700,2711,1895,1672
4840,2614,3727,2656,1921,1630
4841,2598,3843,2684,1909,1649
4842,2601,3652,2710,1867,1623
4843,2530,3662,2731,1833,1624
4844,2455,3674,2704,1796,1617
4845,2430,3672,2666,1772,1524
4846,2357,3596,2633,1709,1542
4847,2215,3537,2618,1646,1531
4848,2097,3411,2619,1553,1486
4849,2050,3353,2589,1565,1452
4850,2014,3314,2525,1617,1460
4851,1987,3273,2479,1548,1466
4852,2021,3216,2498,1501,1436
4853,2125,3434,2564,1702,1519
4854,2333,3514,2606,1796,1555
4855,2500,3676,2655,1729,1611
4856,2687,3777,2694,1741,1648
4857,2775,3825,2793,1744,1687
4858,2791,3753,2827,1751,1684
4859,2771,3727,2746,1741,1671
4860,2783,3689,2783,1704,1655
4861,2769,3687,2813,1722,1638
4862,2767,3669,2728,1776,1624
4863,2749,3666,2758,1816,1628
4864,2736,3692,2836,1752,1629
4865,2660,3694,2841,1784,1617
4866,2616,3703,2824,1881,1616
4867,2598,3684,2768,1805,1604
4868,2508,3632,2780,1756,1578
4869,2476,3583,2812,1752,1579
4870,2372,3486,2551,1726,1554
4871,2242,3347,2344,1697,1489
4872,2096,3321,2541,1646,1461
4873,2049,3291,2445,1611,1447
4874,2000,3145,2392,1620,1432
4875,1899,3141,2345,1606,1412
4876,1923,3194,2355,1661,1425
4877,2090,3305,2517,1723,1492
4878,2408,3460,2716,1772,1548
4879,2503,3557,2751,1886,1588
4880,2608,3625,2836,1903,1630
4881,2710,3699,2901,1997,1650
4882,2729,3676,2953,2008,1579
4883,2725,3638,2824,1898,1645
4884,2729,3619,2830,1910,1627
4885,2725,3652,2799,1848,1624
4886,2705,3624,2747,1835,1622
4887,2683,3598,2715,1790,1594
4888,2647,3645,2670,1785,1597
4889,2600,3629,2627,1833,1601
4890,2551,3631,2585,1821,1590
4891,2470,3572,2551,1824,1568
4892,2407,3531,2497,1865,1556
4893,2393,3507,2525,1821,1532
4894,2325,3436,2557,1786,1507
4895,2162,3299,2511,1707,1480
4896,2050,3233,2472,1678,1455
4897,1979,3225,2461,1666,1447
4898,1939,3197,2459,1661,1431
4899,1885,3176,2415,1700,1427
4900,1830,3124,2394,1688,1406
4901,1871,3176,2419,1695,1427
4902,1963,3261,2434,1670,1458
4903,2097,3363,2524,1719,1519
4904,2277,3435,2610,1754,1574
4905,2405,3478,2672,1807,1583
4906,2450,3482,2662,1824,1597
4907,2450,3523,2632,1844,1593
4908,2457,3510,2608,1794,1566
4909,2425,3489,2615,1770,1569
4910,2421,3443,2601,1771,1526
4911,2468,3415,2595,1740,1193
4912,2474,3445,2603,1747,1268
4913,2456,3456,2611,1783,1264
4914,2411,3450,2587,1800,1248
4915,2348,3468,2582,1770,1227
4916,2287,3432,2551,1737,1225
4917,2295,3465,2535,1722,1213
4918,2195,3409,2510,1711,1231
4919,2079,3297,2466,1650,1197
4920,2023,3148,2413,1592,1187
4921,1943,3062,2397,1575,1168
4922,1899,2991,2403,1580,1155
4923,1842,3041,2392,1579,1117
4924,1793,2982,2390,1574,1081
4925,1814,3003,2399,1566,1127
4926,1868,3090,2379,1581,1140
4927,1990,3199,2443,1613,1183
4928,2142,3310,2529,1644,1237
4929,2230,3269,2569,1632,1248
4930,2292,3210,2574,1675,1257
4931,2317,3283,2574,1638,1232
4932,2316,3212,2547,1630,1202
4933,2306,3174,2511,1573,1262
4934,2334,3224,2507,1626,1309
4935,2387,3354,2520,1611,1396
4936,2429,3456,2515,1610,1385
4937,2471,3521,2552,1613,1409
4938,2486,3410,2564,1590,1416
4939,2477,3360,2567,1623,1421
4940,2454,3415,2602,1639,1427
4941,2490,3478,2569,1656,1415
4942,2392,3419,2548,1606,1400
4943,2226,3276,2464,1610,1376
4944,2075,3194,2389,1571,1343
4945,1995,3045,2328,1533,1319
4946,1954,3055,2314,1526,1317
4947,1927,3048,2285,1565,1328
4948,1954,3053,2285,1571,1299
4949,2118,3168,2385,1622,1334
4950,2321,3316,2488,1708,1444
4951,2544,3521,2499,1776,1444
4952,2675,3721,2577,1776,1481
4953,2754,3717,2634,1885,1505
4954,2779,3591,2688,1877,1520
4955,2821,3597,2635,1866,1490
4956,2815,3581,2541,1840,1505
4957,2800,3739,2603,1836,1489
4958,2815,3650,2658,1706,1496
4959,2781,3580,2735,1603,1485
4960,2766,3541,2664,1550,1491
4961,2718,3555,2700,1547,1482
4962,2661,3598,2722,1531,1482
4963,2561,3450,2700,1664,1471
4964,2518,3520,2597,1487,1448
4965,2484,3618,2532,1599,1426
4966,2356,3453,2515,1577,1396
4967,2234,3305,2566,1500,1378
4968,2087,3257,2459,1526,1309
4969,1983,3252,2390,1528,1299
4970,1955,3184,2335,1519,1281
4971,1918,3114,2274,1500,1287
4972,1892,3099,2379,1497,1278
4973,2052,3171,2360,1504,1312
4974,2372,3288,2463,1557,1359
4975,2518,3447,2591,1593,1669
4976,2677,3620,2594,1641,1504
4977,2776,3986,2520,1665,1420
4978,2856,3806,2577,1681,1496
4979,2955,3667,2670,1608,1567
4980,2963,3682,2658,1684,1598
4981,2885,3883,2800,1647,1633
4982,2881,3801,2718,1629,1618
4983,2913,3810,2642,1612,1571
4984,2861,3768,2732,1608,1557
4985,2730,3788,2732,1610,1536
4986,2619,3782,2840,1621,1517
4987,2639,3767,2762,1622,1530
4988,2569,3633,2658,1631,1486
4989,2497,3552,2548,1622,1416
4990,2336,3318,2473,1595,1425
4991,2198,3235,2533,1548,1395
4992,2080,3217,2481,1518,1356
4993,2055,3208,2463,1459,1333
4994,1959,3201,2486,1450,1322
4995,1916,3185,2294,1457,1311
4996,1939,3189,2201,1460,1311
4997,2194,3302,2399,1555,1348
4998,2349,3420,2399,1563,1380
4999,2493,3559,2399,1551,1478
5000,2706,3788,2628,1636,1538
5001,2822,3741,2669,1645,1565
5002,2841,3722,2636,1704,1565
5003,2804,3636,2679,1664,1560
5004,2798,3648,2609,1654,1559
5005,2817,3556,2715,1680,1554
5006,2829,3513,2733,1696,1514
5007,2792,3439,2739,1688,1553
5008,2736,3544,2500,1675,1544
5009,2736,3721,2516,1659,1585
5010,2668,3716,2445,1660,1712
5011,2564,3552,2604,1681,1484
5012,2489,3485,2726,1640,1483
5013,2462,3482,2689,1556,1455
5014,2323,3291,2533,1557,1416
5015,2171,3098,2425,1597,1377
5016,2068,3036,2320,1568,1338
5017,1993,3167,2316,1539,1310
5018,1958,3188,2339,1529,1299
5019,1940,3143,2329,1501,1304
5020,1965,3139,2373,1520,1330
5021,2073,3307,2476,1557,1378
5022,2286,3404,2539,1634,1427
5023,2471,3487,2652,1654,1476
5024,2650,3519,2680,1724,1461
5025,2737,3629,2674,1727,1519
5026,2784,3654,2723,1678,1538
5027,2793,3616,2718,1665,1555
5028,2796,3636,2706,1645,1541
5029,2824,3646,2722,1685,1517
5030,2845,3603,2702,1669,1532
5031,2827,3562,2670,1711,1549
5032,2802,3522,2652,1647,1563
5033,2813,3543,2614,1669,1545
5034,2767,3524,2575,1640,1551
5035,2684,3521,2643,1638,1577
5036,2612,3475,2792,1562,1474
5037,2561,3398,2757,1635,1483
5038,2435,3249,2613,1633,1439
5039,2256,3153,2486,1587,1405
5040,2164,3078,2430,1530,1361
5041,2076,3022,2365,1491,1344
5042,2048,3004,2401,1455,1320
5043,2075,2935,2298,1460,1319
5044,2067,2971,2272,1470,1315
5045,2130,3133,2342,1506,1321
5046,2365,3235,2526,1577,1327
5047,2545,3492,2677,1673,1479
5048,2718,3610,2754,1702,1511
5049,2774,3704,2758,1714,1539
5050,2760,3731,2715,1717,1537
5051,2809,3768,2679,1699,1450
5052,2812,3814,2653,1701,1501
5053,2812,3717,2707,1727,1507
5054,2740,3605,2689,1772,1509
5055,2714,3506,2639,1787,1504
5056,2679,3613,2733,1753,1490
5057,2709,3659,2744,1718,1508
5058,2660,3654,2726,1702,1554
5059,2567,3566,2708,1710,1493
5060,2513,3525,2650,1700,1490
5061,2534,3539,2617,1677,1467
5062,2381,3467,2572,1660,1441
5063,2239,3299,2517,1624,1387
5064,2129,3192,2501,1581,1351
5065,2051,3149,2434,1574,1322
5066,2010,3123,2410,1571,1312
5067,1981,3091,2344,1568,1312
5068,1954,3024,2336,1533,1301
5069,1975,3102,2380,1558,1328
5070,2043,3218,2454,1596,1347
5071,2147,3399,2536,1635,1383
5072,2333,3555,2657,1678,1438
5073,2498,3637,2670,1721,1471
5074,2562,3651,2684,1733,1495
5075,2587,3565,2692,1747,1473
5076,2588,3635,2708,1709,1463
5077,2589,3656,2670,1699,1473
5078,2580,3621,2604,1702,1471
5079,2607,3617,2643,1721,1472
5080,2629,3560,2708,1716,1471
5081,2619,3514,2795,1715,1492
5082,2590,3517,2857,1720,1490
5083,2530,3491,2783,1721,1486
5084,2490,3493,2624,1679,1494
5085,2451,3491,2600,1688,1482
5086,2304,3405,2616,1672,1416
5087,2189,3214,2565,1774,1036
5088,2088,3269,2500,1749,1333
5089,2027,3232,2447,1728,1355
5090,2003,3264,2452,1712,1364
5091,1993,3241,2457,1711,1344
5092,1924,3190,2413,1702,1337
5093,1903,3209,2461,1699,1345
5094,1978,3209,2514,1730,1351
5095,2117,3276,2572,1623,1392
5096,2309,3459,2676,1662,1484
5097,2429,3458,2646,1692,1484
5098,2526,3456,2663,1694,1494
5099,2587,3505,2703,1682,1477
5100,2592,3503,2609,1692,1453
5101,2591,3521,2597,1694,1457
5102,2589,3588,2628,1692,1414
5103,2568,3549,2655,1684,1432
5104,2600,3585,2647,1698,1462
5105,2656,3699,2617,1727,1532
5106,2650,3768,2667,1709,1495
5107,2616,3734,2643,1743,1489
5108,2604,3732,2673,1735,1498
5109,2619,3726,2615,1719,1469
5110,2495,3689,2575,1708,1463
5111,2326,3577,2508,1736,1414
5112,2247,3442,2538,1769,1367
5113,2156,3337,2541,1719,1342
5114,2130,3248,2467,1651,1350
5115,2151,3267,2466,1668,1230
5116,2202,3387,2510,1701,1391
5117,2452,3443,2607,1752,1430
5118,2726,3608,2686,1838,1504
5119,2883,3730,2778,1863,1604
5120,2996,3722,2841,1924,1612
5121,3044,3737,2900,1954,1600
5122,3021,3825,2911,1897,1605
5123,2997,3817,2878,1874,1601
5124,2968,3783,2824,1830,1578
5125,2963,3703,2814,1882,1567
5126,2909,3655,2863,1924,1571
5127,2923,3559,2857,1864,1563
5128,2875,3543,2813,1835,1554
5129,2835,3591,2784,1799,1595
5130,2809,3569,2803,1817,1550
5131,2802,3611,2792,1856,1548
5132,2771,3634,2787,1838,1554
5133,2773,3671,2762,1807,1535
5134,2642,3553,2806,1795,1485
5135,2433,3354,2694,1756,1420
5136,2327,3319,2612,1714,1383
5137,2248,3306,2548,1690,1377
5138,2224,3243,2548,1712,1373
5139,2234,3278,2556,1706,1368
5140,2247,3270,2570,1700,1377
5141,2466,3474,2667,1736,1424
5142,2764,3662,2748,1760,1501
5143,2947,3687,2829,1898,1558
5144,3049,3761,2861,1883,1580
5145,3095,3783,2866,1894,1576
5146,3080,3722,2845,1840,1576
5147,3094,3836,2843,1826,1558
5148,3082,3741,2813,1904,1556
5149,3062,3717,2814,1867,1562
5150,2983,3657,2817,1866,1557
5151,2989,3659,2809,1873,1551
5152,2957,3662,2791,1898,1555
5153,2922,3650,2793,1845,1518
5154,2888,3669,2787,1818,1541
5155,2837,3690,2774,1789,1524
5156,2823,3692,2751,1761,1513
5157,2781,3683,2761,1759,1527
5158,2614,3540,2695,1738,1478
5159,2421,3445,2610,1776,1447
5160,2319,3335,2587,1693,1414
5161,2231,3273,2550,1710,1392
5162,2193,3243,2544,1668,1375
5163,2207,3287,2507,1677,1381
5164,2196,3197,2485,1674,1394
5165,2438,3347,2575,1713,1417
5166,2702,3586,2712,1737,1499
5167,2873,3742,2761,1797,1562
5168,2942,3779,2822,1819,1579
5169,2959,3788,2814,1866,1582
5170,2949,3795,2774,1866,1595
5171,2961,3725,2680,1841,1585
5172,2948,3699,2749,1821,1558
5173,2960,3840,2723,1902,1550
5174,2937,3668,2752,1895,1561
5175,2956,3588,2758,1873,1562
5176,2897,3633,2796,1860,1545
5177,2841,3618,2765,1872,1528
5178,2808,3677,2761,1849,1511
5179,2780,3660,2729,1870,1505
5180,2764,3710,2740,1887,1498
5181,2700,3711,2727,1840,1500
5182,2567,3544,2686,1810,1426
5183,2373,3446,2591,1758,1412
5184,2269,3376,2544,1677,1401
5185,2184,3322,2502,1651,1367
5186,2172,3341,2516,1698,1375
5187,2154,3349,2538,1662,1409
5188,2177,3353,2524,1657,1443
5189,2388,3457,2545,1650,1467
5190,2685,3633,2660,1768,1541
5191,2888,3762,2790,1807,1629
5192,2970,3792,2845,1785,1656
5193,3016,3753,2900,1839,1653
5194,3040,3768,2892,1765,1647
5195,3054,3758,2881,1773,1648
5196,3028,3760,2860,1826,1654
5197,2962,3723,2873,1765,1646
5198,2923,3709,2825,1771,1643
5199,2976,3700,2703,1737,1631
5200,2944,3752,2656,1743,1639
5201,2890,3722,2701,1829,1619
5202,2843,3644,2698,1796,1618
5203,2799,3701,2662,1716,1636
5204,2781,3757,2612,1686,1617
5205,2756,3650,2612,1770,1599
5206,2587,3500,2753,1742,1555
5207,2369,3295,2513,1670,1488
5208,2236,3194,2413,1671,1473
5209,2159,3203,2351,1696,1446
5210,2134,3219,2347,1643,1427
5211,2142,3362,2403,1625,1429
5212,2169,3287,2424,1609,1434
5213,2386,3270,2502,1591,1474
