Time,NO_1,NO_2,NO_3,NO_4,NO_5
5214,2676,3558,2669,1658,1561
5215,2905,3664,2726,1705,1630
5216,2991,3731,2744,1720,1617
5217,3024,3735,2852,1685,1629
5218,3034,3718,2839,1707,1620
5219,3050,3669,2812,1689,1588
5220,2997,3624,2772,1686,1624
5221,2991,3613,2728,1715,1632
5222,2907,3640,2768,1712,1617
5223,2893,3603,2698,1689,1604
5224,2854,3620,2773,1708,1589
5225,2808,3630,2659,1649,1570
5226,2787,3643,2614,1684,1567
5227,2693,3536,2736,1701,1552
5228,2624,3508,2749,1677,1552
5229,2601,3508,2590,1624,1528
5230,2475,3299,2548,1609,1488
5231,2320,3163,2572,1576,1438
5232,2203,3122,2530,1531,1380
5233,2124,3104,2320,1477,1343
5234,2104,3133,2291,1505,1427
5235,2095,3122,2163,1339,1409
5236,2026,3117,2210,1366,1399
5237,2040,3171,2376,1268,1389
5238,2123,3239,2435,1463,1489
5239,2329,3422,2614,1561,1640
5240,2541,3541,2736,1585,1523
5241,2653,3531,2773,1559,1556
5242,2688,3587,2812,1683,1561
5243,2643,3700,2806,1546,1513
5244,2666,3604,2744,1681,1540
5245,2631,3499,2788,1684,1517
5246,2597,3520,2605,1629,1551
5247,2655,3641,2453,1615,1545
5248,2734,3936,2487,1596,1565
5249,2730,3729,2502,1573,1572
5250,2703,3742,2584,1573,1573
5251,2667,3708,2542,1563,1494
5252,2615,3613,2567,1547,1504
5253,2532,3579,2484,1522,1494
5254,2416,3380,2462,1515,1469
5255,2257,3242,2396,1330,1389
5256,2156,3193,2430,1171,1397
5257,2112,3167,2443,1161,1399
5258,2091,3196,2275,1332,1393
5259,2060,3079,2447,1376,1390
5260,1997,3126,2452,1444,1376
5261,2008,3140,2163,1397,1357
5262,2032,3243,2249,1377,1415
5263,2134,3336,2417,1425,1429
5264,2311,3425,2493,1506,1482
5265,2465,3417,2535,1545,1513
5266,2519,3378,2599,1581,1524
5267,2525,3381,2697,1572,1503
5268,2516,3480,2768,1574,1507
5269,2506,3507,2628,1535,1504
5270,2512,3486,2774,1576,1537
5271,2583,3517,2673,1689,1505
5272,2616,3490,2673,1699,1512
5273,2647,3355,2730,1710,1521
5274,2643,3428,2693,1611,1537
5275,2636,3539,2619,1579,1529
5276,2647,3595,2653,1619,1548
5277,2642,3454,2579,1594,1546
5278,2472,3291,2563,1621,1491
5279,2331,3285,2499,1577,1440
5280,2223,3235,2424,1562,1410
5281,2144,3229,2454,1512,1394
5282,2109,3233,2414,1505,1407
5283,2104,3289,2424,1555,1398
5284,2117,3298,2447,1544,1377
5285,2458,3547,2529,1594,1475
5286,2835,3765,2681,1667,1539
5287,3051,3863,2719,1695,1633
5288,3071,3763,2779,1751,1625
5289,3099,3829,2899,1747,1644
5290,3106,3870,2872,1844,1622
5291,3128,3888,2861,1775,1611
5292,3093,3837,2786,1774,1601
5293,3086,3773,2746,1755,1549
5294,3043,3740,2778,1719,1430
5295,3093,3750,2789,1734,1438
5296,3067,3776,2764,1686,1429
5297,2985,3674,2778,1663,1411
5298,2992,3692,2782,1679,1415
5299,2970,3841,2724,1716,1384
5300,2913,3833,2684,1712,1383
5301,2788,3622,2722,1682,1353
5302,2551,3433,2679,1637,1310
5303,2386,3347,2551,1608,1297
5304,2248,3294,2507,1557,1317
5305,2165,3260,2464,1524,1356
5306,2130,3412,2468,1524,1378
5307,2142,3553,2443,1504,1395
5308,2191,3307,2463,1514,1442
5309,2468,3460,2599,1568,1474
5310,2852,3644,2667,1590,1556
5311,3042,3765,2696,1616,1612
5312,3117,4110,2700,1729,1628
5313,3120,3858,2726,1737,1655
5314,3120,3831,2721,1792,1632
5315,3148,3839,2806,1736,1621
5316,3156,3953,2846,1786,1667
5317,3118,3886,2862,1773,1630
5318,3107,3818,2847,1725,1629
5319,3120,3823,2905,1757,1642
5320,3081,3812,2847,1730,1603
5321,3015,3768,2800,1723,1597
5322,2962,3723,2773,1730,1570
5323,2936,3715,2711,1700,1581
5324,2941,3697,2680,1685,1609
5325,2863,3720,2702,1714,1669
5326,2650,3596,2641,1686,1477
5327,2400,3438,2573,1627,1496
5328,2293,3370,2523,1616,1466
5329,2216,3335,2488,1577,1444
5330,2190,3314,2459,1567,1444
5331,2201,3351,2444,1569,1452
5332,2242,3344,2463,1581,1440
5333,2535,3511,2560,1626,1456
5334,2914,3744,2693,1674,1596
5335,3111,3870,2741,1665,1630
5336,3153,3915,2778,1709,1651
5337,3183,3823,2806,1773,1657
5338,3161,3807,2808,1776,1611
5339,3163,3789,2795,1754,1632
5340,3167,3804,2780,1770,1642
5341,3147,3783,2797,1799,1633
5342,3164,3790,2781,1780,1619
5343,3187,3790,2775,1783,1636
5344,3126,3804,2731,1760,1641
5345,3068,3884,2718,1785,1618
5346,3025,3796,2682,1790,1607
5347,2989,3764,2659,1779,1598
5348,2989,3767,2653,1754,1608
5349,2875,3714,2726,1753,1578
5350,2660,3534,2654,1699,1510
5351,2463,3402,2507,1692,1488
5352,2299,3294,2448,1631,1449
5353,2198,3233,2413,1629,1431
5354,2178,3231,2417,1603,1411
5355,2157,3242,2392,1605,1419
5356,2194,3261,2426,1642,1442
5357,2480,3458,2525,1694,1490
5358,2860,3666,2715,1753,1553
5359,3055,3788,2836,1824,1638
5360,3122,3811,2920,1835,1658
5361,3168,3695,2826,1864,1666
5362,3190,3757,2824,1839,1632
5363,3208,3869,2807,1866,1679
5364,3157,3834,2774,1850,1654
5365,3135,3808,2783,1833,1673
5366,3126,3819,2771,1841,1665
5367,3136,3789,2745,1840,1654
5368,3104,3772,2719,1839,1648
5369,3059,3729,2672,1866,1640
5370,3013,3797,2617,1836,1625
5371,2969,3776,2674,1799,1617
5372,2954,3705,2657,1755,1621
5373,2852,3652,2662,1776,1609
5374,2644,3596,2657,1739,1540
5375,2467,3428,2565,1719,1486
5376,2320,3363,2517,1696,1435
5377,2227,3260,2452,1667,1426
5378,2191,3210,2418,1642,1425
5379,2169,3281,2387,1647,1435
5380,2204,3307,2426,1669,1483
5381,2473,3370,2572,1713,1507
5382,2825,3573,2781,1803,1594
5383,3020,3795,2874,1857,1670
5384,3130,3883,2911,1913,1681
5385,3202,3896,2925,1865,1713
5386,3195,3855,2891,1901,1686
5387,3131,3810,2832,1769,1659
5388,3111,3836,2809,1851,1614
5389,3091,3822,2780,1846,1604
5390,3067,3770,2778,1844,1653
5391,3083,3708,2767,1816,1672
5392,3068,3847,2731,1789,1676
5393,3014,3795,2770,1787,1647
5394,2917,3710,2737,1775,1635
5395,2872,3695,2684,1778,1601
5396,2818,3685,2684,1783,1616
5397,2681,3569,2634,1767,1592
5398,2531,3393,2471,1669,1577
5399,2415,3302,2450,1687,1531
5400,2266,3212,2542,1636,1455
5401,2186,3104,2501,1623,1453
5402,2143,2913,2434,1621,1435
5403,2121,2886,2488,1662,1435
5404,2100,3134,2428,1629,1435
5405,2161,3357,2493,1636,1428
5406,2321,3498,2596,1641,1467
5407,2497,3493,2624,1735,1499
5408,2650,3625,2701,1761,1561
5409,2795,3530,2848,1768,1579
5410,2851,3356,2836,1816,1603
5411,2822,3518,2743,1735,1602
5412,2772,3479,2748,1738,1599
5413,2732,3477,2823,1708,1625
5414,2714,3583,2863,1667,1600
5415,2747,3637,2867,1697,1570
5416,2764,3504,2887,1715,1611
5417,2764,3558,2822,1700,1598
5418,2733,3686,2665,1684,1569
5419,2703,3639,2689,1689,1582
5420,2693,3553,2637,1699,1583
5421,2604,3464,2677,1715,1552
5422,2473,3422,2683,1689,1525
5423,2333,3432,2567,1640,1478
5424,2274,3362,2499,1617,1468
5425,2173,3226,2464,1623,1419
5426,2143,3190,2426,1609,1424
5427,2147,3157,2562,1600,1439
5428,2108,3173,2621,1602,1438
5429,2101,3159,2574,1593,1454
5430,2143,3286,2550,1613,1445
5431,2284,3440,2650,1614,1473
5432,2482,3480,2690,1661,1509
5433,2621,3520,2681,1698,1562
5434,2689,3570,2731,1711,1599
5435,2686,3739,2837,1707,1607
5436,2686,3671,2744,1725,1615
5437,2695,3535,2745,1714,1634
5438,2698,3483,2762,1730,1630
5439,2757,3586,2983,1725,1610
5440,2807,3598,2940,1733,1589
5441,2833,3646,2863,1737,1618
5442,2874,3727,2792,1772,1681
5443,2902,3671,2823,1800,1733
5444,2913,3772,2811,1802,1707
5445,2813,3689,2823,1820,1627
5446,2588,3529,2696,1795,1533
5447,2387,3396,2613,1757,1498
5448,2280,3307,2507,1744,1484
5449,2200,3297,2614,1723,1449
5450,2190,3325,2675,1696,1462
5451,2227,3390,2579,1678,1476
5452,2358,3470,2646,1700,1515
5453,2711,3634,2625,1801,1594
5454,3091,3910,2855,1937,1731
5455,3233,4031,2858,1941,1718
5456,3238,3990,2930,1853,1727
5457,3275,3925,2976,1940,1706
5458,3266,3857,2848,1918,1694
5459,3266,3850,2841,1828,1670
5460,3263,3798,2868,1853,1672
5461,3206,3742,2945,1874,1658
5462,3197,3793,2989,1896,1651
5463,3265,3832,2914,1852,1650
5464,3251,3758,2846,1810,1636
5465,3175,3682,2839,1794,1590
5466,3145,3809,2827,1815,1592
5467,3106,3894,2794,1818,1600
5468,3097,3889,2871,1862,1621
5469,2967,3707,2848,1841,1600
5470,2723,3489,2740,1811,1542
5471,2445,3444,2623,1730,1495
5472,2293,3405,2543,1723,1471
5473,2260,3389,2487,1657,1466
5474,2209,3371,2531,1614,1456
5475,2205,3391,2501,1611,1469
5476,2280,3391,2510,1671,1492
5477,2642,3594,2660,1789,1540
5478,3108,3776,2866,1819,1644
5479,3212,3861,2920,1895,1679
5480,3229,3952,2909,1927,1694
5481,3166,3781,2900,1864,1683
5482,3232,3940,2879,1902,1650
5483,3200,3922,2944,1817,1611
5484,3142,3909,2978,1833,1672
5485,3103,3930,3001,1823,1676
5486,3201,3832,3024,1838,1667
5487,3251,3796,3016,1804,1694
5488,3184,3783,2976,1827,1701
5489,3195,3924,2965,1800,1624
5490,3136,3958,2938,1810,1632
5491,3081,4034,2917,1798,1630
5492,3081,3864,2947,1827,1611
5493,2944,3725,2869,1834,1604
5494,2712,3695,2810,1724,1595
5495,2461,3595,2772,1705,1472
5496,2326,3497,2588,1636,1465
5497,2257,3671,2547,1515,1566
5498,2239,3429,2562,1628,1480
5499,2210,3390,2647,1651,1427
5500,2264,3408,2546,1631,1514
5501,2622,3521,2624,1675,1566
5502,3073,3880,2853,1794,1620
5503,3132,4077,2921,1779,1682
5504,3086,4122,2882,1782,1579
5505,3105,4126,2994,1773,1664
5506,3090,4205,3097,1768,1694
5507,3108,4283,3108,1758,1676
5508,3078,4014,3003,1804,1638
5509,3118,3939,2821,1735,1610
5510,3168,4008,2842,1754,1659
5511,3191,4111,3033,1801,1677
5512,3165,4042,3021,1816,1686
5513,3099,3978,2982,1820,1638
5514,3118,3846,2957,1851,1627
5515,3099,3876,2890,1773,1616
5516,3108,3973,2863,1736,1641
5517,2964,3829,2845,1677,1607
5518,2734,3613,2819,1650,1543
5519,2507,3476,2645,1631,1495
5520,2371,3404,2453,1703,1462
5521,2335,3434,2550,1708,1468
5522,2312,3470,2597,1647,1464
5523,2318,3440,2612,1601,1454
5524,2422,3425,2622,1636,1474
5525,2753,3667,2695,1755,1548
5526,3226,3950,2782,1857,1675
5527,3378,4068,2852,1869,1698
5528,3343,3933,2996,1897,1688
5529,3267,3749,3012,1902,1704
5530,3223,3811,3034,1891,1693
5531,3252,3866,3036,1824,1684
5532,3230,3773,2986,1861,1682
5533,3188,3787,2987,1855,1684
5534,3197,3819,3075,1818,1698
5535,3257,3848,3140,1830,1710
5536,3234,3869,3022,1832,1705
5537,3168,3778,3001,1800,1689
5538,3107,3825,2961,1828,1676
5539,3063,3849,2969,1847,1681
5540,3096,3904,2856,1851,1699
5541,3036,3822,2802,1813,1666
5542,2809,3685,2711,1781,1605
5543,2544,3548,2736,1708,1558
5544,2435,3453,2697,1647,1525
5545,2393,3484,2660,1689,1501
5546,2382,3427,2602,1696,1498
5547,2404,3525,2642,1684,1500
5548,2509,3664,2659,1665,1510
5549,2818,3699,2739,1727,1596
5550,3272,3996,2985,1822,1699
5551,3371,4084,3076,1859,1763
5552,3360,4072,3062,1885,1747
5553,3301,3985,3049,1919,1736
5554,3253,4000,2992,1965,1737
5555,3220,3987,2968,1943,1716
5556,3208,3959,2992,1951,1692
5557,3166,3974,2976,1931,1628
5558,3117,3813,2955,1906,1624
5559,3144,3751,2940,1874,1641
5560,3096,3809,2874,1858,1625
5561,3050,3833,2876,1862,1619
5562,3012,3888,2919,1858,1612
5563,2900,3863,3022,1927,1605
5564,2912,3869,2882,1859,1616
5565,2847,3801,2736,1687,1591
5566,2660,3667,2630,1615,1545
5567,2521,3575,2675,1643,1518
5568,2337,3430,2564,1677,1495
5569,2240,3419,2573,1749,1487
5570,2263,3368,2605,1860,1486
5571,2292,3439,2612,1837,1494
5572,2297,3506,2686,1732,1493
5573,2305,3498,2625,1739,1480
5574,2477,3485,2659,1738,1517
5575,2630,3540,2763,1807,1566
5576,2804,3703,2865,1859,1617
5577,2886,3789,2862,1884,1620
5578,2882,3757,2860,1884,1607
5579,2887,3712,2825,1827,1607
5580,2847,3601,2766,1847,1574
5581,2785,3525,2751,1827,1570
5582,2769,3553,2794,1789,1564
5583,2777,3593,2819,1795,1568
5584,2775,3641,2790,1794,1559
5585,2769,3679,2782,1805,1561
5586,2728,3691,2818,1815,1546
5587,2705,3644,2813,1804,1550
5588,2701,3655,2821,1788,1545
5589,2599,3658,2754,1754,1531
5590,2494,3587,2731,1632,1501
5591,2398,3472,2683,1709,1466
5592,2267,3331,2660,1735,1428
5593,2198,3287,2634,1678,1448
5594,2196,3264,2630,1676,1414
5595,2199,3277,2625,1662,1410
5596,2192,3343,2639,1658,1412
5597,2182,3345,2609,1655,1415
5598,2270,3378,2638,1618,1440
5599,2416,3462,2722,1683,1469
5600,2598,3584,2787,1762,1530
5601,2699,3641,2844,1830,1546
5602,2738,3644,2820,1817,1543
5603,2715,3528,2820,1803,1532
5604,2691,3534,2811,1764,1502
5605,2664,3516,2830,1770,1529
5606,2669,3378,2818,1785,1521
5607,2711,3589,2797,1786,1535
5608,2739,3569,2760,1820,1528
5609,2792,3642,2778,1832,1596
5610,2865,3715,2808,1849,1594
5611,2874,3723,2879,1862,1586
5612,2965,3787,2926,1864,1608
5613,2827,3756,2883,1859,1572
5614,2630,3582,2773,1800,1532
5615,2421,3458,2720,1751,1464
5616,2308,3365,2646,1731,1448
5617,2271,3374,2626,1756,1446
5618,2272,3337,2660,1767,1446
5619,2297,3368,2722,1775,1440
5620,2453,3434,2792,1783,1470
5621,2816,3737,2872,1852,1569
5622,3294,4018,3077,1977,1658
5623,3377,4045,3162,2013,1704
5624,3331,4037,3115,1896,1698
5625,3257,4008,3067,1931,1687
5626,3211,3981,3052,1857,1603
5627,3230,3926,3050,1896,1592
5628,3224,3988,3011,1932,1559
5629,3202,3935,3013,1914,1618
5630,3190,3943,3021,1888,1662
5631,3252,3878,3056,1912,1644
5632,3208,3826,3066,1901,1644
5633,3145,3837,3012,1891,1620
5634,3095,3885,3001,1913,1635
5635,3097,3940,3025,1895,1640
5636,3140,3958,3069,1916,1697
5637,2965,3866,3005,1916,1601
5638,2717,3662,2834,1868,1573
5639,2413,3425,2777,1855,1484
5640,2314,3446,2688,1842,1455
5641,2265,3384,2657,1829,1442
5642,2255,3415,2696,1822,1481
5643,2246,3462,2703,1826,1514
5644,2355,3535,2760,1824,1511
5645,2631,3585,2873,1883,1585
5646,3087,3916,3002,1931,1714
5647,3259,4016,3180,1979,1735
5648,3289,4055,3166,1992,1754
5649,3218,4104,3001,1991,1763
5650,3184,4189,2910,1995,1745
5651,3197,4006,2960,1993,1699
5652,3174,3845,3045,2071,1658
5653,3178,3896,2965,2047,1661
5654,3217,3938,3016,2043,1685
5655,3219,3996,3081,2000,1719
5656,3174,3951,3143,1927,1735
5657,3190,3884,3090,1894,1745
5658,3214,3918,3053,1861,1696
5659,3140,3952,3075,1861,1699
5660,3189,3947,2967,1750,1718
5661,2950,3861,2838,1828,1657
5662,2612,3689,2670,1772,1609
5663,2282,3459,2527,1632,1557
5664,2175,3379,2623,1638,1461
5665,2083,3317,2529,1602,1427
5666,2060,3240,2511,1618,1452
5667,2097,3264,2426,1630,1389
5668,2217,3381,2503,1646,1473
5669,2500,3565,2622,1728,1568
5670,2957,3807,2749,1849,1668
5671,3106,3892,2822,1905,1685
5672,3090,3980,2959,1792,1694
5673,3116,3878,2885,1773,1724
5674,3089,3789,2783,1797,1666
5675,3015,3780,2867,1822,1537
5676,3187,3732,2708,1784,1680
5677,3068,3805,3006,1777,1564
5678,3073,3851,3040,1812,1670
5679,3114,3958,3017,1817,1665
5680,3042,4018,2999,1844,1605
5681,2981,4032,2960,1771,1567
5682,2951,3897,2919,1755,1705
5683,2957,3778,2948,1810,1668
5684,2981,3704,2988,1829,1636
5685,2823,3622,3072,1765,1574
5686,2583,3443,3012,1730,1524
5687,2336,3351,2692,1650,1480
5688,2220,3376,2634,1670,1453
5689,2159,3396,2626,1599,1432
5690,2149,3441,2630,1596,1441
5691,2155,3412,2669,1661,1448
5692,2289,3389,2728,1622,1444
5693,2607,3584,2810,1754,1538
5694,3088,3816,2979,1854,1621
5695,3440,3801,2988,1862,1703
5696,3482,3830,2951,1800,1715
5697,3406,3667,2955,1780,1663
5698,3336,3786,3017,1778,1654
5699,3340,3777,2936,1731,1636
5700,3311,3776,2885,1737,1625
5701,3286,3771,2888,1777,1627
5702,3293,3765,2991,1783,1629
5703,3366,3809,2996,1842,1637
5704,3384,3841,2919,1812,1624
5705,3412,3850,2879,1781,1636
5706,3403,3816,2925,1723,1617
5707,3394,3839,2977,1695,1614
5708,3320,3888,3011,1807,1626
5709,3018,3638,2889,1801,1596
5710,2856,3452,2648,1684,1522
5711,2656,3289,2511,1626,1466
5712,2539,3217,2619,1573,1442
5713,2465,3330,2542,1606,1436
5714,2381,3408,2623,1693,1415
5715,2391,3434,2686,1637,1430
5716,2470,3495,2720,1654,1472
5717,2822,3646,2790,1780,1585
5718,3274,3835,3032,1856,1663
5719,3418,3875,2971,1901,1702
5720,3352,3677,2928,1932,1690
5721,3336,3745,2892,1897,1656
5722,3328,3745,2869,1817,1623
5723,3359,3848,2862,1744,1659
5724,3322,3767,2964,1743,1655
5725,3262,3739,2951,1807,1632
5726,3226,3719,2835,1766,1628
5727,3283,3787,2835,1770,1648
5728,3272,3832,2841,1812,1622
5729,3218,3832,2814,1764,1620
5730,3175,3796,2814,1761,1601
5731,3100,3741,2778,1788,1594
5732,3071,3750,2798,1796,1609
5733,2898,3652,2766,1792,1575
5734,2729,3513,2655,1788,1495
5735,2505,3391,2602,1723,1368
5736,2359,3336,2628,1702,1456
5737,2303,3289,2614,1637,1454
5738,2250,3276,2622,1590,1437
5739,2240,3304,2615,1556,1439
5740,2252,3298,2625,1576,1450
5741,2263,3290,2633,1574,1460
5742,2409,3373,2674,1643,1580
5743,2632,3503,2749,1687,1596
5744,2863,3626,2804,1772,1607
5745,2958,3711,2856,1798,1599
5746,2953,3693,2819,1796,1584
5747,2888,3643,2793,1786,1584
5748,2805,3626,2768,1752,1580
5749,2771,3556,2729,1759,1539
5750,2747,3512,2708,1718,1547
5751,2769,3548,2750,1704,1553
5752,2809,3613,2739,1715,1574
5753,2823,3597,2750,1723,1572
5754,2810,3625,2770,1715,1562
5755,2766,3593,2761,1719,1545
5756,2754,3593,2781,1738,1557
5757,2628,3576,2734,1717,1519
5758,2467,3467,2692,1697,1491
5759,2327,3334,2635,1652,1470
5760,2226,3286,2608,1624,1436
5761,2171,3325,2591,1578,1426
5762,2126,3280,2604,1584,1459
5763,2132,3272,2595,1612,1424
5764,2140,3289,2585,1606,1468
5765,2149,3283,2586,1619,1463
5766,2238,3330,2635,1656,1499
5767,2364,3445,2681,1690,1658
5768,2570,3536,2766,1743,1619
5769,2690,3560,2787,1755,1568
5770,2719,3563,2726,1763,1553
5771,2700,3499,2756,1728,1563
5772,2676,3482,2738,1708,1549
5773,2678,3487,2762,1693,1542
5774,2678,3471,2793,1693,1568
5775,2729,3558,2783,1692,1554
5776,2757,3593,2774,1699,1559
5777,2805,3585,2775,1695,1583
5778,2770,3622,2817,1721,1584
5779,2835,3686,2842,1732,1589
5780,2909,3736,2871,1738,1600
5781,2756,3668,2802,1724,1575
5782,2512,3505,2706,1677,1534
5783,2328,3399,2691,1643,1526
5784,2220,3281,2662,1610,1452
5785,2164,3291,2608,1613,1427
5786,2153,3249,2555,1591,1401
5787,2173,3257,2574,1609,1426
5788,2339,3496,2613,1596,1462
5789,2675,3547,2732,1657,1542
5790,3146,3918,2987,1737,1683
5791,3293,3932,3042,1728,1735
5792,3235,3994,3046,1746,1739
5793,3211,4020,3050,1799,1737
5794,3185,3977,3048,1839,1741
5795,3193,3924,3004,1839,1711
5796,3191,4046,3029,1854,1693
5797,3186,3903,3049,1895,1677
5798,3190,3854,3046,1859,1687
5799,3226,3885,2998,1848,1701
5800,3202,3842,2882,1792,1684
5801,3121,3829,2841,1768,1679
5802,3093,3825,2813,1793,1682
5803,3109,3934,2813,1783,1688
5804,3096,3970,2782,1760,1690
5805,2895,3797,2685,1677,1664
5806,2639,3600,2570,1651,1582
5807,2391,3516,2382,1651,1535
5808,2292,3519,2540,1624,1477
5809,2209,3496,2450,1664,1471
5810,2182,3447,2417,1636,1466
5811,2207,3404,2420,1530,1480
5812,2352,3416,2491,1503,1540
5813,2674,3660,2518,1640,1635
5814,3145,3940,2693,1708,1758
5815,3288,4044,2716,1605,1768
5816,3258,3930,2792,1775,1769
5817,3221,3932,2979,1689,1758
5818,3197,4018,3088,1713,1749
5819,3185,3949,2988,1724,1727
5820,3205,3947,2919,1715,1626
5821,3208,3862,2902,1668,1712
5822,3205,3918,2834,1676,1686
5823,3217,3822,2835,1687,1705
5824,3269,3970,2736,1644,1776
5825,3153,3847,2661,1595,1792
5826,3132,3833,2645,1659,1786
5827,3170,3923,2675,1709,1678
5828,3159,4036,2786,1699,1700
5829,2905,3959,2803,1650,1667
5830,2614,3762,2666,1515,1536
5831,2354,3469,2644,1499,1557
5832,2235,3398,2570,1441,1516
5833,2230,3361,2326,1422,1465
5834,2231,3369,2312,1486,1461
5835,2224,3257,2481,1482,1467
5836,2317,3287,2468,1587,1502
5837,2644,3673,2589,1729,1557
5838,3085,3918,2698,1912,1643
5839,3218,3971,2778,1873,1740
5840,3230,3943,2772,1841,1771
5841,3152,3981,2908,1758,1763
5842,3104,3916,2819,1784,1699
5843,3100,4000,2762,1772,1692
5844,3099,3839,2829,1752,1660
5845,3140,3862,2868,1762,1666
5846,3139,3915,2914,1737,1689
5847,3123,3984,2827,1737,1703
5848,3115,3888,2814,1761,1710
5849,3136,3800,2667,1783,1688
5850,3069,3971,2720,1776,1679
5851,3113,4084,2864,1803,1706
5852,3069,3976,2803,1668,1729
5853,2855,3788,2682,1730,1679
5854,2572,3533,2582,1662,1612
5855,2365,3320,2426,1721,1526
5856,2256,3367,2338,1689,1495
5857,2220,3296,2398,1621,1465
5858,2236,3258,2421,1653,1471
5859,2320,3328,2272,1677,1438
5860,2396,3388,2631,1707,1441
5861,2701,3785,2739,1761,1538
5862,3121,4036,2871,1809,1615
5863,3249,3966,2928,1832,1679
5864,3238,3894,2960,1833,1675
5865,3193,4018,2991,1868,1690
5866,3174,4349,3007,1807,1650
5867,3188,4084,3016,1797,1670
5868,3139,4144,3031,1802,1624
5869,3097,4657,3061,1817,1645
5870,3131,4686,3079,1786,1653
5871,3161,4735,3072,1788,1622
5872,3163,4350,3023,1754,1597
5873,3082,4013,2992,1721,1615
5874,3077,3951,2973,1735,1664
5875,3178,4019,2957,1756,1668
5876,3113,4087,2995,1721,1683
5877,2903,3933,2921,1677,1639
5878,2670,3748,2734,1612,1564
5879,2427,3570,2775,1520,1512
5880,2284,3452,2745,1509,1467
5881,2257,3411,2694,1531,1434
5882,2232,3333,2766,1549,1414
5883,2184,3341,2766,1554,1435
5884,2327,3426,2707,1557,1440
5885,2688,3637,2690,1638,1552
5886,3115,3926,2938,1795,1632
5887,3238,4061,3012,1884,1674
5888,3215,3951,3017,1847,1691
5889,3216,3944,3017,1885,1663
5890,3174,3887,2978,1808,1625
5891,3142,3955,3027,1814,1663
5892,3116,3887,3001,1874,1606
5893,3069,3797,2923,1819,1633
5894,3065,3728,2909,1885,1605
5895,3156,3814,2853,1796,1620
5896,3128,3829,2787,1865,1669
5897,3105,3989,2845,1848,1659
5898,3071,3930,2862,1789,1648
5899,3056,3948,2924,1791,1664
5900,2965,3911,2951,1752,1659
5901,2832,3868,2833,1835,1634
5902,2653,3743,2757,1734,1591
5903,2481,3638,2729,1707,1529
5904,2375,3455,2682,1758,1498
5905,2325,3357,2648,1744,1475
5906,2291,3268,2625,1777,1473
5907,2276,3258,2626,1692,1447
5908,2366,3290,2675,1664,1468
5909,2371,3357,2716,1769,1468
5910,2520,3403,2732,1818,1505
5911,2726,3559,2754,1882,1558
5912,2933,3695,2798,1880,1636
5913,3024,3743,2797,1869,1652
5914,3016,3648,2800,1865,1635
5915,2942,3758,2778,1828,1605
5916,2917,3736,2754,1829,1577
5917,2872,3672,2723,1902,1588
5918,2854,3651,2717,1886,1556
5919,2899,3698,2732,1874,1556
5920,2939,3741,2765,1840,1580
5921,2930,3776,2789,1841,1628
5922,2929,3721,2812,1864,1617
5923,2947,3694,2816,1892,1618
5924,2886,3720,2798,1866,1617
5925,2786,3662,2726,1844,1579
5926,2673,3549,2652,1814,1545
5927,2564,3457,2613,1731,1497
5928,2424,3332,2586,1710,1434
5929,2344,3253,2576,1694,1419
5930,2307,3274,2557,1691,1429
5931,2292,3154,2587,1686,1430
5932,2293,3166,2627,1674,1413
5933,2319,3164,2602,1691,1417
5934,2365,3314,2650,1714,1433
5935,2580,3470,2745,1741,1492
5936,2772,3486,2782,1810,1530
5937,2896,3671,2788,1834,1540
