DSO,cluster,x,y,lon,lat
111,1,4137587.68544715,4222939.04584245,6.6126895,61.0676152
111,1,4134923.57517964,4218176.89880393,6.5680969,61.0236398
111,1,4136311.46228514,4222889.63857113,6.5892032,61.0666186
90,1,4111146.86652757,4133374.38494622,6.2188089,60.250523
112,1,4112432.94751535,4118151.52970643,6.2572235,60.1143616
112,1,4111910.77286808,4120428.00645516,6.2455881,60.1345668
86,1,4108536.27643175,4135110.28834231,6.1700765,60.2648589
112,1,4095414.02166552,4089487.48732881,5.9831446,59.8484984
112,1,4094103.7403982,4088665.86508887,5.9607401,59.8404504
112,1,4102654.92649839,4082264.1461201,6.1192238,59.7872423
112,1,4056722.44656281,4149509.76905593,5.2201219,60.3658671
112,1,4055356.97686175,4149785.7267973,5.1951431,60.3675135
112,1,4051846.09287363,4149753.87772019,5.1318794,60.3650721
112,1,4083316.81920139,4091745.71717582,5.7657062,59.8624543
86,1,4123273.38755498,4152987.32994622,6.4180501,60.432437
86,1,4113298.76623983,4152341.89295499,6.2383407,60.4219851
86,1,4109931.42784157,4149326.90329401,6.180584,60.3932726
89,1,4175545.53584201,4172300.50635398,7.3501021,60.626784
112,1,4052983.86836637,4152465.15226318,5.1488475,60.3901097
112,1,4049612.29221912,4148282.88428755,5.0935511,60.3504836
111,1,4160485.05850678,4237743.83255504,7.022793,61.2100444
114,1,4203472.49709454,4274848.86977956,7.7966559,61.5581349
114,1,4201943.82377673,4274421.46759824,7.7682862,61.5538552
114,1,4198107.40569411,4269189.5238956,7.6998271,61.5056539
114,1,4193783.48104365,4271717.56149626,7.6172563,61.5271158
114,1,4191962.1983608,4272467.2500343,7.5826585,61.5333055
114,1,4173447.11750402,4263127.57879838,7.2434127,61.4431477
114,1,4207193.09764732,4275579.36814941,7.865923,61.5657401
97,1,4049558.867995,4198583.68709512,5.0250211,60.801939
112,1,4048335.18972878,4200210.83083135,5.0004365,60.8157688
112,1,4051762.75361455,4208111.22526456,5.0523457,60.8888562
112,1,4087646.45743006,4213740.62098395,5.7033527,60.9605136
110,1,4193891.98198897,4233323.75975071,7.6448013,61.1816247
110,1,4193407.9484331,4233497.69997628,7.6357247,61.1830444
110,1,4195317.80447261,4233749.71191428,7.6709247,61.1858832
110,1,4202167.09747554,4243533.43977997,7.7917421,61.2759103
110,1,4199925.22263081,4241923.09533467,7.7511227,61.2607809
106,1,4204012.94720253,4247709.64059415,7.823478,61.314012
111,1,4135393.99290529,4239925.43409027,6.5560028,61.2194017
111,1,4138520.95605282,4241972.31697384,6.6119993,61.239169
111,1,4146082.46140678,4239044.50875291,6.7548405,61.2160342
114,1,4173585.62435131,4262413.47566272,7.2465514,61.436771
112,1,4113589.94503278,4243749.00359459,6.1480731,61.2436444
112,1,4107835.89033261,4266560.2766708,6.016029,61.445823
111,1,4132960.32682958,4238829.47839837,6.5119851,61.2084723
112,1,4128035.08907129,4274019.71302735,6.38525,61.5226761
111,1,4136172.01429095,4254069.15386841,6.5568182,61.3469299
111,1,4135117.39859491,4254476.43992834,6.5368076,61.3501283
111,1,4137352.471988,4245225.76089334,6.5872371,61.2679197
107,1,4109121.13964249,4241405.34022755,6.0678247,61.2203621
112,1,4103242.673403,4269560.39449605,5.9269316,61.4704308
112,1,4094135.14582382,4254131.9431555,5.7753405,61.3269531
121,1,4071504.88593991,4287615.30444695,5.3110578,61.6149398
112,1,4093534.55457707,4276249.13428224,5.737742,61.5253876
121,1,4091528.61076307,4308243.7305681,5.6609785,61.8118349
121,1,4099173.31441303,4311145.42236021,5.8016966,61.8420836
121,1,4098556.65253094,4311367.27340819,5.7897863,61.8437468
121,1,4092271.39486863,4308887.68930863,5.6741917,61.8180336
121,1,4080730.24180413,4320088.11894901,5.4419179,61.9121469
121,1,4100365.96771158,4310808.46366514,5.824618,61.8396922
121,1,4079297.26971016,4311922.92672971,5.4255268,61.837939
121,1,4086781.50110052,4310209.21991655,5.5689633,61.8268418
121,1,4071323.57058902,4303443.73297757,5.2864945,61.7570279
121,1,4072648.09917952,4304475.97697642,5.3100443,61.7670965
121,1,4072297.49355024,4304981.40555716,5.3027658,61.7714273
121,1,4065641.13473388,4293786.39017643,5.1927837,61.6668223
112,1,4094411.59983279,4275429.21346674,5.7551193,61.5184947
112,1,4133501.16966474,4279744.95276632,6.4817788,61.5766496
112,1,4133962.02842614,4279335.86720533,6.4908184,61.5731771
121,1,4101020.40841158,4314198.71491405,5.8329302,61.8705177
121,1,4120117.1868603,4319368.42096754,6.1882853,61.9267318
121,1,4120421.09078932,4317015.32392231,6.1966109,61.9057182
121,1,4116843.96607343,4320300.86365658,6.1252643,61.93351
121,1,4131249.22301233,4297745.66603284,6.4213427,61.7375216
121,1,4083202.3556633,4324709.1011215,5.4826927,61.9551066
121,1,4084147.0127257,4322481.93277329,5.5034676,61.935635
128,1,4123288.48122572,4345480.59759221,6.2199593,62.1631186
128,1,4109147.02178259,4352877.18789796,5.9414658,62.2225532
128,1,4108045.38625999,4356409.56302516,5.9162142,62.2537448
128,1,4125229.16719233,4344775.54847123,6.2577574,62.1577102
128,1,4121965.03874221,4338572.76383622,6.2023133,62.1003459
128,1,4120968.3672761,4335591.58464172,6.1866224,62.0730484
128,1,4136335.98319923,4361409.30833244,6.4525688,62.3125276
120,1,4146202.07129846,4367796.94103806,6.6355219,62.3743681
129,1,4154261.49861857,4377318.5080188,6.7814505,62.4634564
120,1,4151791.13669402,4375548.92214967,6.7355311,62.4465042
128,1,4104585.4775533,4357671.86258571,5.8484932,62.2632735
128,1,4111723.11564269,4367036.83987729,5.9741217,62.3512249
128,1,4108960.97501663,4361902.17014389,5.9272179,62.3036162
128,1,4108753.06014517,4362915.42950049,5.9220278,62.31262
128,1,4109850.20666995,4366942.9512594,5.9382847,62.3494114
129,1,4165222.50224309,4371087.89436527,6.9982535,62.411738
129,1,4158666.46496399,4378529.80631065,6.865248,62.4761509
129,1,4159031.75575517,4381125.17703192,6.8699044,62.4996592
129,1,4130589.08775051,4385941.30118258,6.3159639,62.5305926
128,1,4129640.98568845,4384420.11033473,6.2993127,62.5164575
128,1,4127353.49131999,4381886.20160671,6.2579504,62.4925697
128,1,4126594.61940192,4380329.7860879,6.2450328,62.4782028
128,1,4132840.17809484,4379392.79211618,6.3664457,62.4727266
128,1,4127282.27032816,4377914.33584191,6.2609437,62.4568017
119,1,4186444.36778444,4349768.35269514,7.4228793,62.2273835
129,1,4165822.97106332,4369664.65265831,7.011057,62.3991566
129,1,4170256.22655295,4363016.6650304,7.1019919,62.3409826
129,1,4134709.14409344,4393275.02062124,6.3877277,62.5985067
129,1,4173061.8548071,4380881.60962809,7.1409282,62.502847
129,1,4171402.12843386,4388776.23201156,7.1021543,62.5733125
124,1,4205032.32647823,4381794.54013093,7.7577071,62.5215124
124,1,4194895.79163171,4378474.47730851,7.5642465,62.4885749
124,1,4200225.27902888,4400347.94847361,7.6519883,62.6872079
139,1,4200391.7807744,4404340.25227502,7.6524426,62.7232178
139,1,4185262.60491224,4427442.33170907,7.3399622,62.9264458
139,1,4182187.03471677,4411247.07039047,7.2928775,62.7795266
139,1,4196320.73697982,4412967.7774391,7.5670284,62.7996819
139,1,4203319.34636861,4413725.0041223,7.7029777,62.8086253
139,1,4200614.77644788,4404778.19710006,7.6564749,62.7272296
139,1,4176335.80346048,4420257.72298437,7.1712983,62.8585968
139,1,4175962.82291915,4421161.99914408,7.1632469,62.8666048
127,1,4241984.14070223,4379309.04726536,8.4730251,62.5080426
127,1,4263783.87999349,4391641.26277874,8.8901872,62.6228446
127,1,4255692.2355214,4394030.1220834,8.7323713,62.6431385
115,1,4227598.57804137,4312695.30250271,8.2297517,61.9049985
115,1,4209349.63936472,4317257.49930902,7.8812957,61.9415445
113,1,4295973.98835925,4261584.44800389,9.532434,61.4544506
113,1,4314940.55604199,4265610.27514357,9.88666,61.49141
116,1,4331663.50685043,4240767.39026403,10.1980698,61.2675948
116,1,4325683.19890319,4248038.33795784,10.0871658,61.3331794
116,1,4324451.31533714,4247491.73924095,10.0642276,61.328269
116,1,4315498.22491877,4252159.66969196,9.89748,61.3702838
103,1,4217059.42552661,4212890.24771856,8.0847359,61.0040382
103,1,4202810.33365034,4219443.49250686,7.8183749,61.0592963
96,1,4233672.91372651,4164265.83588735,8.4120727,60.5701524
96,1,4264691.99572011,4178715.687162,8.97197,60.7053614
99,1,4246794.42856527,4190384.27857154,8.640942,60.8076722
96,1,4271749.95278559,4164067.36058609,9.1043991,60.5743767
96,1,4269828.60954557,4167631.61568758,9.0685607,60.6062345
96,1,4272644.87008141,4169606.86576423,9.119344,60.6243379
102,1,4102212.82702564,4209066.08247981,5.9761502,60.926224
102,1,4106797.35110581,4204893.15771052,6.0648179,60.8910458
108,1,4269595.64522888,4228864.75247343,9.0484093,61.1574333
108,1,4280248.87694225,4214279.50782271,9.2486531,61.0272731
109,1,4233660.16623131,4233837.20159815,8.3811205,61.1963146
108,1,4261060.21703891,4229484.23335518,8.8902354,61.1618898
108,1,4262781.48437694,4229436.04064472,8.9221135,61.1616958
108,1,4258566.52072754,4236115.99299208,8.8419342,61.2212367
81,1,4265478.0396464,4126864.13161807,9.0004587,60.2387991
79,1,4261252.78029496,4129120.45506211,8.9237523,60.2585468
75,1,4298695.60034089,4124628.66794659,9.5986807,60.2216348
76,1,4285524.05172872,4126254.79656182,9.3614191,60.2354
72,1,4265999.03752363,4076479.06101376,9.0230209,59.7854998
69,1,4283959.000438,4093395.23858212,9.3390696,59.9395711
93,1,4299192.44381234,4193540.0171042,9.6002081,60.8419442
100,1,4339517.09562913,4172048.84068396,10.3374776,60.6486302
93,1,4296843.10215382,4192301.33708084,9.5572901,60.8306669
108,1,4295710.2616386,4195708.70084817,9.5360953,60.8612768
93,1,4296498.10329381,4191862.60316541,9.5510218,60.8266976
108,1,4293463.27286457,4196391.35975446,9.4947839,60.867284
93,1,4292539.00164532,4196577.91840866,9.4778001,60.8689031
108,1,4287368.59838691,4201797.09365509,9.3820506,60.9155148
108,1,4286646.02130864,4201401.42053409,9.3688434,60.9118952
100,1,4324161.64720459,4210428.47937742,10.0582328,60.9945376
100,1,4309024.67841692,4192698.22441194,9.7805089,60.8347532
100,1,4309856.66327878,4192853.99549307,9.7957492,60.836178
84,1,4342075.28612255,4124494.95404096,10.3791909,60.2204923
84,1,4317243.25541392,4125947.81133386,9.9323809,60.2340591
75,1,4300515.03829721,4124913.11709811,9.6313888,60.2242837
84,1,4326398.43004751,4109899.98665807,10.096752,60.089617
84,1,4325356.88900326,4112146.31126917,10.0781321,60.1098441
76,1,4314779.48490801,4088791.71207737,9.8891383,59.8996543
58,1,4314880.71183672,4074014.01758444,9.8913673,59.7666824
76,1,4317392.03025944,4093828.25671183,9.935613,59.9450053
76,1,4317952.09845492,4093339.30711738,9.9456149,59.9406096
76,1,4319833.4607916,4096144.51833546,9.9791694,59.965862
72,1,4242224.95849293,4087052.32276913,8.5969024,59.8770391
61,1,4272565.30751949,4065330.04540042,9.1421659,59.6859557
61,1,4259907.33957509,4051301.3127088,8.9219794,59.5581955
61,1,4269633.36090214,4049392.01729328,9.0940334,59.542241
61,1,4274505.71308113,4061856.712027,9.1772801,59.6549132
41,1,4283053.85712884,4035213.38183347,9.3331861,59.4160233
61,1,4280909.84007029,4055045.11947439,9.2918587,59.5942516
61,1,4279856.28898805,4054979.09845361,9.2732629,59.5935619
61,1,4278984.80175675,4053699.19923451,9.2581191,59.581966
43,1,4279225.14121231,4051600.11019398,9.2627674,59.5631038
43,1,4279187.27053978,4052223.68341458,9.2619788,59.5687103
59,1,4251192.04286645,4049122.56031673,8.7689218,59.537322
59,1,4248108.117432,4056627.31997466,8.7120225,59.6043394
59,1,4262599.02385863,4058599.0929343,8.9674991,59.6242068
70,1,4214891.09033889,4077673.39930627,8.1149214,59.7869751
70,1,4225069.89271231,4078217.96711215,8.2954355,59.7941886
72,1,4236405.15912319,4086494.02786447,8.4934958,59.8709432
71,1,4133079.91570556,4053408.02249986,6.6843344,59.5418607
67,1,4202069.12606162,4051164.78373412,7.9019058,59.5453372
67,1,4209814.70765635,4029782.43771481,8.0493629,59.3550424
67,1,4190791.88872394,4029000.81645937,7.7162996,59.342919
67,1,4199942.31250146,4031263.83731003,7.8754431,59.3658181
53,1,4183791.99222918,4032020.30014003,7.5917351,59.3679884
53,1,4164204.85717172,4030308.35873686,7.2494829,59.3462073
35,1,4243876.95564789,4022555.2323587,8.6493087,59.2971579
67,1,4236022.64560681,4027614.99000136,8.5098392,59.3412545
67,1,4227597.92493378,4030497.4097053,8.3609283,59.3655106
67,1,4218918.32304525,4031742.75434384,8.208096,59.3748264
67,1,4225913.10051627,4044568.38976446,8.3252556,59.4917083
50,1,4286317.84014789,4031485.65447269,9.3911299,59.3827518
41,1,4274031.76325592,4031214.14612263,9.1755138,59.3791951
35,1,4270866.55506539,4012846.5372896,9.1241294,59.2136313
35,1,4252436.5854616,4019227.41591359,8.8002205,59.268607
50,1,4280610.15047897,4012221.10051197,9.2944591,59.2089797
50,1,4288851.56828443,4013877.11734409,9.4381758,59.2245367
50,1,4288106.29186172,4013250.34447281,9.4252449,59.218845
50,1,4288320.01804597,4017818.57509182,9.4283053,59.2599543
50,1,4296537.19136024,4021257.53858953,9.5716696,59.2914102
50,1,4297048.97702308,4021775.26838946,9.5805743,59.2960951
35,1,4267609.08934731,4004795.37156014,9.0691575,59.1408404
50,1,4292170.72281581,4003055.96457896,9.4975814,59.1274197
50,1,4292117.80430458,4006641.69456898,9.4961947,59.159671
50,1,4299308.42918602,4005647.75503041,9.6217181,59.1511311
50,1,4294204.28642062,4011803.34872945,9.5319671,59.2062306
112,1,4089344.2682474,4188008.06760719,5.7645979,60.7302644
67,1,4232031.97782734,4009996.65719511,8.4469669,59.1820347
35,1,4267115.4170275,4000610.57884225,9.0615615,59.1031417
35,1,4266927.73425489,4004800.71875493,9.0572785,59.1408078
67,1,4200220.30896828,4010110.40611354,7.891877,59.1756946
67,1,4200822.80430537,4010338.6115872,7.9022638,59.1779066
50,1,4288960.7066606,3988521.99035413,9.4437186,58.9964724
12,1,4281710.83043857,3981176.09281868,9.3191287,58.9298331
50,1,4302604.4369757,3995319.34420355,9.6800467,59.0583696
12,1,4284286.04223844,3986200.13683931,9.3629372,58.9752358
12,1,4282918.71061343,3980852.13324715,9.3401143,58.9270216
12,1,4282202.43228441,3980608.43116197,9.3277449,58.9247694
12,1,4286453.53699381,3974677.5800046,9.4023053,58.8717668
53,1,4273653.04678877,3973613.73223458,9.1810801,58.8610534
53,1,4265742.72542193,3958948.2133451,9.0478283,58.7282746
53,1,4255558.61900033,3946894.94983229,8.8757954,58.6185478
53,1,4224920.63705816,3927095.03153395,8.3578169,58.4351717
53,1,4239576.66741466,3936562.91645615,8.6049396,58.5231032
53,1,4242347.65174517,3952315.65101955,8.6470462,58.6652271
53,1,4241159.03648705,3956597.0101268,8.6251178,58.7035205
53,1,4235631.1709788,3968483.23440785,8.5255167,58.8094081
53,1,4233130.83724849,3962737.51963799,8.4845547,58.757271
53,1,4242017.69622323,3952070.7381406,8.6414558,58.6629684
53,1,4235052.37377929,3917022.3100387,8.5346319,58.3465976
53,1,4244911.74694021,3927776.08349706,8.6991978,58.4450042
53,1,4244289.08602856,3928446.68669103,8.6883348,58.4509313
53,1,4250944.72358938,3933403.23682094,8.8006263,58.4965525
53,1,4249217.61366149,3931896.97224156,8.7715276,58.4827441
53,1,4229490.3975799,3913279.37159706,8.4412873,58.311887
53,1,4224060.78116434,3907902.06507829,8.3510439,58.2624476
53,1,4209880.78940718,3959558.48200813,8.085283,58.7236544
53,1,4174402.64775634,3955961.84158696,7.4766912,58.6813885
51,1,4346830.61265691,4073118.03946762,10.4584439,59.7579122
71,1,4053896.0119331,4033015.52300605,5.3155442,59.3186556
94,1,4048838.09748797,4164564.43850802,5.0579051,60.4961309
151,1,4509814.69727052,4804804.6388983,14.1778603,66.304762
148,1,4457167.59703474,4624523.04981091,12.8374024,64.7024793
175,1,4690324.34423899,5144870.03157458,19.2451052,69.210136
176,1,4763842.37874999,5202013.48153324,21.3139032,69.6222748
176,1,4751785.53880497,5182981.91602811,20.9259456,69.4699305
176,1,4738974.18302136,5170238.76566399,20.5516595,69.3740984
171,1,4645022.25135639,5014947.90898711,17.7193827,68.0935888
166,1,4577514.60449093,4957584.78914365,15.9902317,67.6377073
162,1,4568617.19714783,4921971.5703466,15.7079129,67.323529
40,1,4095495.83136256,3995337.65958292,6.0816825,59.0030562
53,1,4204086.96618454,3897335.8700807,8.0166533,58.1628975
53,1,4207122.79739805,3970429.43834512,8.0323657,58.8207119
53,1,4177028.00293516,4013911.50986667,7.4849161,59.2030888
53,1,4135609.88038451,3910359.95068654,6.8460099,58.2577722
53,1,4135832.59110607,3912389.67486844,6.8482028,58.2760923
53,1,4138112.91324893,3911534.08325342,6.8876311,58.2693068
181,1,4894535.60645126,5270316.90012855,24.9737308,70.0029963
100,1,4337953.9592607,4190337.82441822,10.3105402,60.8133354
116,1,4354207.94454215,4178797.0822131,10.6063275,60.708495
100,1,4340911.19504917,4172050.88232922,10.3628851,60.6485865
116,1,4351060.52338108,4164349.2591829,10.546704,60.5786733
116,1,4357735.2002011,4187481.89405384,10.6723236,60.7863883
116,1,4364410.91590841,4176962.68348842,10.7922074,60.691075
116,1,4371526.85815425,4114185.19428465,10.9065431,60.1253081
80,1,4359898.63119549,4123658.415883,10.6996992,60.2117432
80,1,4341759.88805586,4125218.45176986,10.3735888,60.2270187
116,1,4386108.41950164,4060175.81190153,11.1515415,59.6374635
122,1,4355988.42837351,4350147.62374493,10.6704846,62.251489
122,1,4357935.46052226,4334207.22552425,10.7045245,62.1077023
122,1,4361828.4910364,4353679.40728443,10.783195,62.2827671
147,1,4334170.47392648,4390737.14584139,10.2554179,62.6185496
122,1,4378474.64266172,4309242.93647107,11.0883889,61.880467
122,1,4368990.64292773,4324532.78032417,10.9128195,62.0194053
122,1,4364273.39020309,4331576.51842505,10.8247787,62.0833827
122,1,4380018.01348051,4301594.55774765,11.1151653,61.8113622
122,1,4380411.13651446,4301714.08002348,11.1226306,61.8123825
116,1,4422549.6610455,4302324.7367682,11.9188987,61.8096961
116,1,4446148.85128691,4241364.79065971,12.3241335,61.2545693
116,1,4442443.38547873,4245621.77554775,12.2580546,61.2939618
116,1,4402890.3356417,4234537.18758152,11.5181995,61.2037051
116,1,4402767.82783045,4238301.4074395,11.5175227,61.2376154
116,1,4408468.01768577,4193060.76463572,11.6030577,60.8292624
116,1,4419229.92873831,4179735.61790806,11.7936516,60.7070186
50,1,4343824.39030426,4056408.49391694,10.4033165,59.6077331
117,1,4289755.92784443,4306399.53233607,9.4087842,61.8576695
116,1,4441717.76266621,4099003.87400541,12.156604,59.9750828
116,1,4391810.27041826,4153095.17498192,11.2837663,60.4726401
87,1,4398401.92480597,4174316.69482479,11.4113617,60.6624962
87,1,4394348.67152848,4184438.18067091,11.341179,60.7543009
117,1,4274740.45886093,4309528.02990503,9.1238934,61.8844425
181,1,4926743.62459862,5306332.42790744,26.0247204,70.2544787
116,1,4368946.91180286,4093051.61725432,10.8554323,59.9354306
116,1,4373338.88220109,4090755.93122505,10.9332137,59.9142764
54,1,4374429.14383985,4080494.19966883,10.9500684,59.8218166
116,1,4370544.07013351,4080726.83869201,10.8810461,59.8243606
54,1,4373750.27730825,4070731.54724821,10.9355874,59.7340622
116,1,4363216.64351497,4031370.25452315,10.7411125,59.3810701
116,1,4381953.89629446,4022109.37525738,11.0674381,59.2956206
179,1,5090267.70720241,5283938.91895574,29.9284664,69.6746722
179,1,5089707.77954359,5283819.63161499,29.9138524,69.675098
179,1,5093392.65627476,5283943.23058852,30.0046062,69.6665773
179,1,5091103.12699637,5285107.42157471,29.9583569,69.6825704
179,1,5092480.2018161,5254275.6965075,29.7430426,69.413207
179,1,5092480.41108984,5290182.85089107,30.0335205,69.722708
179,1,5099207.11446427,5284000.82611157,30.1465402,69.6518627
179,1,5067672.60129737,5280579.39195154,29.3498897,69.7035398
179,1,5069949.47955481,5324710.67388453,29.7634748,70.0788808
179,1,5008276.88650203,5320376.27636361,28.18789,70.1943703
179,1,5011619.4086328,5322412.06961117,28.2875848,70.2040931
179,1,4975013.747552,5323122.87826187,27.3690194,70.2957972
176,1,4751429.78333904,5182243.28746158,20.9137925,69.4638413
176,1,4751428.16139815,5181446.17712853,20.9102011,69.4567211
175,1,4724037.16476896,5192001.23465164,20.2716449,69.5892796
175,1,4725605.74999039,5191986.25652581,20.3109151,69.5870214
176,1,4736886.69893311,5188788.83416696,20.5796805,69.5429094
176,1,4729049.28254174,5192305.82216227,20.3986048,69.58519
176,1,4738950.59827293,5189887.26401832,20.6360793,69.5498539
175,1,4673940.30609232,5156939.97064135,18.8832286,69.3380045
175,1,4676672.87542864,5166810.76287775,18.9872088,69.4234286
175,1,4638606.50071878,5178233.54604357,18.0730449,69.568868
175,1,4667764.2209688,5180513.47476313,18.8140869,69.5569384
175,1,4666160.47993974,5182263.37972862,18.7801154,69.5745183
176,1,4739285.00359231,5171307.43827401,20.5639628,69.3832246
176,1,4739403.75630228,5175197.97184487,20.5836582,69.4178533
176,1,4740595.35746043,5176015.47919988,20.6168237,69.4235036
175,1,4666550.77449907,5121326.6156007,18.5754588,69.0266115
175,1,4666870.19011634,5123234.69439818,18.5898455,69.043392
175,1,4674004.24020916,5090435.69011205,18.6517418,68.7407467
175,1,4648461.12615336,5133875.09415316,18.1721592,69.159308
175,1,4644026.23304749,5140246.72111006,18.0833106,69.2213523
175,1,4682279.76022832,5082436.80452224,18.8244652,68.6594554
171,1,4629597.77898129,5063999.73513052,17.4952944,68.5501466
171,1,4641182.46144713,5053339.62712189,17.7420375,68.4426762
171,1,4590095.07951158,5054971.43111355,16.5194464,68.5051547
171,1,4563825.16116063,5052782.53818658,15.8814574,68.5067923
169,1,4523656.80671203,5041935.43471714,14.891721,68.4372586
169,1,4522867.47363216,5041159.28274551,14.8712692,68.4307526
171,1,4573768.67855748,5054720.21496887,16.1255935,68.5164365
171,1,4576044.08744777,5054474.28207334,16.1798305,68.512381
168,1,4514783.84481225,5029158.42615534,14.6551931,68.3273808
168,1,4499809.10737601,5020939.50735474,14.2829118,68.2618864
168,1,4494634.52813603,5021305.24319339,14.1598776,68.268058
168,1,4497992.13079591,5020947.09632995,14.2395204,68.2629707
169,1,4528488.03788949,5058684.99732035,15.0406721,68.5854215
169,1,4521372.20440234,5049877.15426831,14.8517223,68.5104695
116,1,4346433.56408298,4076969.2031986,10.4518557,59.7925871
116,1,4346027.011464,4078330.94260368,10.4447928,59.804863
170,1,4546382.28793897,5070916.95805302,15.4998079,68.6835076
170,1,4543684.79265642,5073282.02300091,15.4393315,68.7068021
170,1,4542735.56106824,5073159.00832935,15.4159856,68.7063682
170,1,4541404.88271009,5073699.53131872,15.3847699,68.7121938
169,1,4528783.62824393,5058077.13066909,15.0466266,68.5797344
169,1,4526875.80047713,5055204.09062657,14.994856,68.5550379
170,1,4563380.50087216,5067598.898439,15.9048128,68.6408247
170,1,4552360.67516207,5074208.74654579,15.6523137,68.7088475
170,1,4562173.5396735,5068887.09759227,15.8785298,68.6533831
170,1,4553089.78075245,5075559.07150378,15.6730539,68.7204951
170,1,4559737.42337788,5057297.41747905,15.793131,68.5506638
171,1,4586814.39675714,5086880.0906617,16.5215363,68.7956177
171,1,4581604.57643663,5077820.09169131,16.3717082,68.718335
171,1,4576353.37469912,5081767.1851647,16.2537923,68.7582882
171,1,4641078.20518894,5051479.8676794,17.7339651,68.4260572
171,1,4643931.63083113,5049911.52367301,17.7975538,68.4090492
171,1,4627859.75580915,5018151.58114178,17.3227894,68.1393031
166,1,4592170.96070603,5012490.718897,16.4627981,68.1205534
166,1,4591099.94644147,5013787.56187071,16.4406162,68.1331441
166,1,4601138.30236466,5007090.58618801,16.661413,68.0641975
171,1,4592998.68595946,5021672.6724576,16.5051904,68.2025848
171,1,4592335.28334057,5020272.44408218,16.4859456,68.1905324
171,1,4597633.74125664,5027374.1560491,16.6298045,68.2499655
171,1,4596589.75139603,5025861.76124396,16.6011143,68.2372449
171,1,4601767.99665548,5029008.59314999,16.7324468,68.2610691
171,1,4574278.80782886,5036915.61491563,16.095662,68.3554541
166,1,4587591.34590879,4984572.74781372,16.2874246,67.8728198
166,1,4588799.52833556,4987081.61794284,16.3217247,67.894429
166,1,4589639.2471043,4994232.92586306,16.3585782,67.958168
166,1,4590905.68289947,4995528.35044977,16.391505,67.9687831
166,1,4592624.20703968,4997116.8266423,16.4358205,67.9816519
166,1,4602258.40033672,5006578.54421285,16.6865694,68.0586067
166,1,4594941.68422007,4997655.27795848,16.4917123,67.9845417
171,1,4626581.4399558,5017754.52448499,17.2914209,68.1369539
162,1,4561765.23549944,4923289.33723296,15.5533741,67.3404461
162,1,4569200.89046826,4935812.83959521,15.7504865,67.4478512
162,1,4588641.34567931,4901181.32647831,16.1204659,67.1207597
162,1,4586395.91587267,4900462.72003563,16.0678136,67.1160728
162,1,4587842.17811502,4901137.20006813,16.1021926,67.1209994
162,1,4569953.0350444,4907780.88767965,15.7088882,67.194638
162,1,4569395.74043501,4909731.87899266,15.7002193,67.2126356
162,1,4569277.13695588,4910644.66602948,15.6994066,67.2209502
162,1,4569000.30954952,4911222.0948491,15.6942809,67.2263601
162,1,4568026.0620514,4911930.43947181,15.673483,67.233467
163,1,4526621.74427571,4918398.34147796,14.7371763,67.3199457
163,1,4514933.60396575,4913638.95615167,14.4609325,67.2840091
163,1,4518984.36257509,4915084.68836837,14.5562384,67.2946739
163,1,4525365.97093254,4918257.52165577,14.708097,67.3194495
163,1,4524318.05226877,4908042.0111522,14.6665683,67.2278988
163,1,4559490.54024727,4897778.5331649,15.4501918,67.1121012
163,1,4523720.63790434,4906816.78647423,14.6508211,67.2172051
161,1,4480875.94245556,4852399.94933177,13.5987289,66.7489922
161,1,4477716.43803575,4856462.53602845,13.532858,66.7871477
161,1,4480236.70052716,4845918.40574378,13.5761064,66.6907638
161,1,4489093.48205249,4857917.14557808,13.7907803,66.7948518
161,1,4480910.52522695,4848786.16793671,13.5948756,66.716344
161,1,4494466.12090817,4851266.01606234,13.902407,66.7321113
159,1,4471043.95499414,4819893.06866893,13.3391444,66.4599061
157,1,4477221.97567726,4807645.6374808,13.4615028,66.3465966
157,1,4477943.82931993,4806818.61199113,13.4764642,66.3388049
157,1,4482064.23691043,4803899.24773213,13.5639337,66.3105652
159,1,4465108.43918701,4819040.61913992,13.2062933,66.4547374
159,1,4464349.13159445,4826379.56773539,13.197675,66.5213296
159,1,4467521.25210216,4829748.71852983,13.2722139,66.5504196
159,1,4479903.56146929,4840814.1162708,13.5621768,66.6448295
157,1,4460764.49766384,4777298.93107971,13.0648912,66.0796153
157,1,4459432.44360605,4787918.12364114,13.046895,66.1760201
157,1,4460193.14603451,4785748.20340243,13.0613118,66.1561261
157,1,4458992.04523834,4790230.7326237,13.039653,66.1970752
157,1,4485862.05862685,4810717.79625561,13.6565126,66.3703273
157,1,4514070.19204443,4804012.03396361,14.2705938,66.2952742
90,1,4141020.99163564,4162915.62537257,6.7302994,60.5294039
50,1,4313249.05123277,3997563.20249073,9.8651097,59.0788596
50,1,4315059.00975579,3990291.18251929,9.896801,59.0134737
119,1,4186127.45459132,4351612.70876912,7.4154282,62.243884
119,1,4181437.63022876,4356489.32128022,7.3218405,62.2862097
119,1,4180966.94868078,4357118.50240065,7.312324,62.2917126
145,1,4212006.67776912,4439643.16170036,7.8558486,63.0446048
40,1,4096303.61828314,3986102.60515685,6.1048874,58.9205331
40,1,4095719.37694913,3987142.24713802,6.0937441,58.9295802
157,1,4503368.05369905,4777566.71966824,13.997608,66.06248
157,1,4495564.60779257,4757797.14735087,13.8010217,65.8880972
