Time,NO1_pos,NO1_neg,NO2_pos,NO2_neg,NO3_pos,NO3_neg,NO4_pos,NO4_neg,NO5_pos,NO5_neg
2082,0,0,1,57,0,0,0,0,1,29
2083,0,0,58,0,0,0,0,0,44,0
2084,0,0,23,28,0,0,0,0,18,15
2085,0,0,0,70,0,0,0,0,0,34
2086,0,0,0,70,0,0,0,0,0,35
2087,0,0,0,69,0,0,0,0,0,34
2088,0,0,34,29,0,0,0,0,13,3
2089,0,0,0,1,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0
2093,0,3,0,50,0,0,0,0,0,10
2094,5,4,43,37,0,0,0,0,19,7
2095,0,9,0,103,0,0,0,0,0,19
2096,0,7,0,69,0,0,0,0,0,13
2097,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0
2101,0,0,26,9,0,0,0,0,8,1
2102,0,0,0,93,0,0,0,0,0,9
2103,0,0,0,96,0,0,0,0,0,10
2104,0,0,38,14,0,0,0,0,12,1
2105,0,0,26,54,0,0,0,0,8,6
2106,0,0,0,100,0,0,0,0,0,10
2107,0,0,0,72,0,0,0,0,0,8
2108,0,0,0,100,0,0,0,0,0,10
2109,0,0,0,68,0,0,0,0,0,7
2110,0,0,1,76,0,0,0,0,0,8
2111,0,0,0,85,0,0,0,0,0,9
2112,0,0,72,4,0,0,0,0,27,0
2113,0,0,0,0,0,0,0,0,0,0
2114,0,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0,0,0
2116,0,0,0,0,0,0,0,0,0,0
2117,0,3,1,35,0,0,0,0,0,6
2118,0,5,4,60,0,0,0,0,2,11
2119,0,7,0,78,0,0,0,0,0,14
2120,3,0,31,4,0,0,0,0,14,1
2121,0,0,0,0,0,0,0,0,0,0
2122,0,0,0,0,0,0,0,0,0,0
2123,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,0
2125,0,0,0,95,0,0,0,0,0,10
2126,0,0,1,45,0,0,0,0,0,5
2127,0,0,15,66,0,0,0,0,5,7
2128,0,0,38,28,0,0,0,0,12,3
2129,0,0,76,0,0,0,0,0,24,0
2130,0,0,57,3,0,0,0,0,15,0
2131,0,0,64,0,0,0,0,0,16,0
2132,0,0,2,83,0,0,0,0,1,8
2133,0,0,0,75,0,0,0,0,0,8
2134,0,0,28,50,0,0,0,0,7,5
2135,0,0,9,26,0,0,0,0,3,3
2136,0,0,62,0,0,0,0,0,23,0
2137,0,0,0,0,0,0,0,0,0,0
2138,0,0,0,0,0,0,0,0,0,0
2139,0,0,0,0,0,0,0,0,0,0
2140,0,0,0,0,0,0,0,0,0,0
2141,2,4,18,45,0,0,0,0,8,8
2142,1,6,6,66,0,0,0,0,2,12
2143,0,9,0,93,0,0,0,0,0,17
2144,4,2,34,25,0,0,0,0,15,5
2145,0,0,0,0,0,0,0,0,0,0
2146,0,0,0,0,0,0,0,0,0,0
2147,0,0,0,0,0,0,0,0,0,0
2148,0,0,0,0,0,0,0,0,0,0
2149,0,0,9,32,0,0,0,0,3,3
2150,0,0,0,46,0,0,0,0,0,5
2151,0,0,0,57,0,0,0,0,0,6
2152,0,0,6,64,0,0,0,0,2,6
2153,0,0,66,0,0,0,0,0,21,0
2154,0,0,4,52,0,0,0,0,1,5
2155,0,0,12,16,0,0,0,0,3,2
2156,0,0,28,52,0,0,0,0,9,5
2157,0,0,0,91,0,0,0,0,0,9
2158,0,0,34,42,0,0,0,0,11,4
2159,0,0,13,46,0,0,0,0,3,5
2160,0,0,50,5,0,0,0,0,15,1
2161,0,0,0,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,0,0,0,0
2164,0,0,0,0,0,0,0,0,0,0
2165,0,9,0,103,0,0,0,0,0,19
2166,8,1,73,10,0,0,0,0,32,2
2167,5,3,45,29,0,0,0,0,20,5
2168,10,0,89,0,0,0,0,0,39,0
2169,0,0,0,0,0,0,0,0,0,0
2170,0,0,0,0,0,0,0,0,0,0
2171,0,0,0,0,0,0,0,0,0,0
2172,0,0,0,0,0,0,0,0,0,0
2173,0,0,0,86,0,0,0,0,0,9
2174,0,0,13,57,0,0,0,0,4,6
2175,0,0,13,59,0,0,0,0,4,6
2176,0,0,68,0,0,0,0,0,23,0
2177,0,0,72,0,0,0,0,0,24,0
2178,0,0,3,47,0,0,0,0,1,5
2179,0,0,37,26,0,0,0,0,12,3
2180,0,0,36,38,0,0,0,0,11,0
2181,0,0,0,82,0,0,0,0,0,0
2182,0,0,4,58,0,0,0,0,1,0
2183,0,0,12,66,0,0,0,0,2,0
2184,0,0,22,44,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0
2186,0,0,0,0,0,0,0,0,0,0
2187,0,0,0,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0,0,0,0
2189,6,1,51,11,0,0,0,0,11,0
2190,0,10,0,104,0,0,0,0,0,0
2191,4,2,33,24,0,0,0,0,10,0
2192,7,0,57,1,0,0,0,0,26,0
2193,0,0,0,0,0,0,0,0,0,0
2194,0,0,0,0,0,0,0,0,0,0
2195,0,0,0,0,0,0,0,0,0,0
2196,0,0,0,0,0,0,0,0,0,0
2197,0,0,69,0,0,0,0,0,22,0
2198,0,0,3,79,0,0,0,0,1,0
2199,0,0,32,9,0,0,0,0,10,0
2200,0,0,9,30,0,0,0,0,3,0
2201,0,0,24,23,0,0,0,0,8,0
2202,0,0,21,49,0,0,0,0,7,0
2203,0,0,42,0,0,0,0,0,13,0
2204,0,0,31,37,0,0,0,0,10,4
2205,0,0,0,66,0,0,0,0,0,7
2206,0,0,0,74,0,0,0,0,0,7
2207,0,0,55,0,0,0,0,0,18,0
2208,0,0,21,18,0,0,0,0,3,22
2209,0,0,0,0,0,0,0,0,0,0
2210,0,0,0,0,0,0,0,0,0,0
2211,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2215,0,0,36,19,0,0,0,0,4,6
2216,0,0,88,0,0,0,0,0,9,0
2217,0,0,80,0,0,0,0,0,9,0
2218,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2221,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,63,0,0,0,0,0,0
2225,0,0,2,43,0,0,0,0,5,0
2226,0,0,12,30,0,0,0,0,37,0
2227,0,0,19,26,0,0,0,0,27,0
2228,0,0,0,60,0,0,0,0,0,0
2229,0,0,1,54,0,0,0,0,1,0
2230,0,0,3,67,0,0,0,0,5,0
2231,0,0,5,52,0,0,0,0,8,0
2232,0,0,43,20,0,0,0,0,4,23
2233,0,0,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0
2239,0,0,2,48,0,0,0,0,0,15
2240,0,0,44,4,0,0,0,0,5,1
2241,0,0,69,6,0,0,0,0,8,2
2242,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2248,0,0,17,3,0,0,0,0,26,0
2249,0,0,34,10,0,0,0,0,50,0
2250,0,0,0,44,0,0,0,0,1,0
2251,0,0,19,8,0,0,0,0,28,0
2252,0,0,11,34,0,0,0,0,17,0
2253,0,0,0,91,0,0,0,0,0,0
2254,0,0,1,71,0,0,0,0,1,0
2255,0,0,27,28,0,0,0,0,38,0
2256,0,0,27,10,0,0,0,0,6,15
2257,0,0,0,0,0,0,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2261,0,0,19,42,0,0,0,0,2,7
2262,0,0,38,30,0,0,0,0,3,5
2263,0,0,22,18,0,0,0,0,2,3
2264,0,0,118,0,0,0,0,0,9,0
2265,0,0,1,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2269,0,0,1,52,0,0,0,0,0,6
2270,0,0,0,48,0,0,0,0,0,5
2271,0,0,3,48,0,0,0,0,0,5
2272,0,0,71,0,0,0,0,0,8,0
2273,0,0,72,0,0,0,0,0,8,0
2274,0,0,27,29,0,0,0,0,3,3
2275,0,0,0,83,0,0,0,0,0,9
2276,0,0,0,94,0,0,0,0,0,10
2277,0,0,6,72,0,0,0,0,1,8
2278,0,0,60,4,0,0,0,0,7,1
2279,0,0,38,4,0,0,0,0,4,0
2280,0,0,14,25,0,0,0,0,3,29
2281,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,0,0
2283,0,0,0,0,0,0,0,0,0,0
2284,0,0,0,0,0,0,0,0,0,0
2285,0,0,0,108,0,0,0,0,0,19
2286,0,0,103,13,0,0,0,0,8,2
2287,0,0,69,2,0,0,0,0,5,0
2288,0,0,13,59,0,0,0,0,1,10
2289,0,0,0,1,0,0,0,0,0,0
2290,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0,0,0
2293,0,0,48,18,0,0,0,0,5,2
2294,0,0,0,89,0,0,0,0,0,9
2295,0,0,12,67,0,0,0,0,1,7
2296,0,0,24,44,0,0,0,0,3,5
2297,0,0,61,2,0,0,0,0,7,0
2298,0,0,23,37,0,0,0,0,3,4
2299,0,0,44,31,0,0,0,0,5,3
2300,0,0,31,39,0,0,0,0,3,4
2301,0,0,4,53,0,0,0,0,0,6
2302,0,0,15,49,0,0,0,0,1,5
2303,0,0,0,89,0,0,0,0,0,9
2304,0,0,84,0,0,0,0,0,19,0
2305,0,0,0,0,0,0,0,0,0,0
2306,0,0,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,0,0,0,0,0
2308,0,0,0,0,0,0,0,0,0,0
2309,0,0,0,87,0,0,0,0,0,14
2310,0,0,64,47,0,0,0,0,5,8
2311,0,0,130,0,0,0,0,0,10,0
2312,0,0,35,75,0,0,0,0,3,13
2313,0,0,0,1,0,0,0,0,0,0
2314,0,0,0,0,0,0,0,0,0,0
2315,0,0,0,0,0,0,0,0,0,0
2316,0,0,0,0,0,0,0,0,0,0
2317,0,0,0,70,0,0,0,0,0,7
2318,0,0,0,93,0,0,0,0,0,10
2319,0,0,48,9,0,0,0,0,5,1
2320,0,0,15,35,0,0,0,0,2,4
2321,0,0,30,53,0,0,0,0,3,6
2322,0,0,53,12,0,0,0,0,6,1
2323,0,0,56,0,0,0,0,0,6,0
2324,0,0,4,36,0,0,0,0,0,4
2325,0,0,86,1,0,0,0,0,9,0
2326,0,0,45,41,0,0,0,0,5,4
2327,0,0,0,94,0,0,0,0,0,10
2328,0,0,2,34,0,0,0,0,1,40
2329,0,0,0,0,0,0,0,0,0,0
2330,0,0,0,0,0,0,0,0,0,0
2331,0,0,0,0,0,0,0,0,0,0
2332,0,0,0,0,0,0,0,0,0,0
2333,0,0,113,0,0,0,0,0,9,0
2334,0,0,125,0,0,0,0,0,10,0
2335,0,0,95,0,0,0,0,0,7,0
2336,0,0,17,78,0,0,0,0,1,13
2337,0,0,0,1,0,0,0,0,0,0
2338,0,0,0,0,0,0,0,0,0,0
2339,0,0,0,0,0,0,0,0,0,0
2340,0,0,0,0,0,0,0,0,0,0
2341,0,0,0,61,0,0,0,0,0,7
2342,0,0,0,68,0,0,0,0,0,10
2343,0,0,21,11,0,0,0,0,2,1
2344,0,0,24,19,0,0,0,0,3,2
2345,0,0,53,28,0,0,0,0,6,3
2346,0,0,0,77,0,0,0,0,0,8
2347,0,0,0,78,0,0,0,0,0,8
2348,0,0,6,71,0,0,0,0,1,7
2349,0,0,0,95,0,0,0,0,0,10
2350,0,0,0,87,0,0,0,0,0,9
2351,0,0,0,80,0,0,0,0,0,9
2352,0,0,35,11,0,0,0,0,8,12
2353,0,0,0,0,0,0,0,0,0,0
2354,0,0,0,0,0,0,0,0,0,0
2355,0,0,0,0,0,0,0,0,0,0
2356,0,0,0,0,0,0,0,0,0,0
2357,0,0,7,61,0,0,0,0,1,11
2358,0,0,34,36,0,0,0,0,3,7
2359,0,0,129,0,0,0,0,0,10,0
2360,0,0,89,0,0,0,0,0,7,0
2361,0,0,0,0,0,0,0,0,0,0
2362,0,0,0,0,0,0,0,0,0,0
2363,0,0,0,0,0,0,0,0,0,0
2364,0,0,0,0,0,0,0,0,0,0
2365,0,0,0,89,0,0,0,0,0,10
2366,0,0,0,85,0,0,0,0,0,10
2367,0,0,54,28,0,0,0,0,6,3
2368,0,0,84,3,0,0,0,0,9,0
2369,0,0,82,0,0,0,0,0,9,0
2370,0,0,15,35,0,0,0,0,1,4
2371,0,0,30,14,0,0,0,0,3,1
2372,0,0,66,21,0,0,0,0,7,2
2373,0,0,8,41,0,0,0,0,1,4
2374,0,0,11,19,0,0,0,0,1,2
2375,0,0,40,21,0,0,0,0,4,2
2376,0,0,10,26,0,0,0,0,5,28
2377,0,0,0,0,0,0,0,0,0,0
2378,0,0,0,0,0,0,0,0,0,0
2379,0,0,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,0,0,0,0
2382,0,0,0,0,0,0,0,0,0,0
2383,0,0,48,5,0,0,0,0,24,6
2384,0,0,40,6,0,0,0,0,20,7
2385,0,0,30,4,0,0,0,0,15,4
2386,0,0,0,0,0,0,0,0,0,0
2387,0,0,0,0,0,0,0,0,0,0
2388,0,0,0,0,0,0,0,0,0,0
2389,0,0,0,0,0,0,0,0,0,0
2390,0,0,0,0,0,0,0,0,0,0
2391,0,0,0,0,0,0,0,0,0,0
2392,0,0,12,28,0,0,0,0,9,30
2393,0,0,41,8,0,0,0,0,31,9
2394,0,0,37,1,0,0,0,0,27,1
2395,0,0,18,24,0,0,0,0,14,26
2396,0,0,53,0,0,0,0,0,39,0
2397,0,0,55,0,0,0,0,0,41,0
2398,0,0,46,0,0,0,0,0,34,0
2399,0,0,22,5,0,0,0,0,16,5
2400,0,0,0,44,0,0,0,0,0,48
2401,0,0,0,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0,0,0,0
2403,0,0,0,0,0,0,0,0,0,0
2404,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0
2406,0,0,0,0,0,0,0,0,0,0
2407,0,0,33,0,0,0,0,0,16,0
2408,0,0,40,0,0,0,0,0,21,0
2409,0,0,10,4,0,0,0,0,6,5
2410,0,0,0,0,0,0,0,0,0,0
2411,0,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0,0,0
2414,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,0,0,0,0
2416,0,0,29,12,0,0,0,0,21,12
2417,0,0,41,1,0,0,0,0,31,1
2418,0,0,3,41,0,0,0,0,2,45
2419,0,0,8,23,0,0,0,0,6,26
2420,0,0,16,18,0,0,0,0,11,20
2421,0,0,0,34,0,0,0,0,0,36
2422,0,0,32,5,0,0,0,0,24,5
2423,0,0,7,31,0,0,0,0,5,32
2424,0,0,1,26,0,0,0,0,0,29
2425,0,0,0,0,0,0,0,0,0,0
2426,0,0,0,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,0,0,0,0
2428,0,0,0,0,0,0,0,0,0,0
2429,0,0,2,44,0,0,0,0,0,14
2430,0,0,37,30,0,0,0,0,8,10
2431,0,0,110,0,0,0,0,0,24,0
2432,0,0,15,26,0,0,0,0,3,8
2433,0,0,0,1,0,0,0,0,0,0
2434,0,0,0,0,0,0,0,0,0,0
2435,0,0,0,0,0,0,0,0,0,0
2436,0,0,0,0,0,0,0,0,0,0
2437,0,0,0,56,0,0,0,0,0,18
2438,0,0,5,44,0,0,0,0,2,14
2439,0,0,0,47,0,0,0,0,0,14
2440,0,0,0,69,0,0,0,0,0,21
2441,0,0,0,73,0,0,0,0,0,23
2442,0,0,37,27,0,0,0,0,12,8
2443,0,0,59,2,0,0,0,0,19,0
2444,0,0,64,3,0,0,0,0,20,1
2445,0,0,50,9,0,0,0,0,16,3
2446,0,0,45,16,0,0,0,0,14,5
2447,0,0,38,17,0,0,0,0,12,5
2448,0,0,59,3,0,0,0,0,29,4
2449,0,0,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,0,0,0
2451,0,0,0,0,0,0,0,0,0,0
2452,0,0,0,0,0,0,0,0,0,0
2453,0,0,38,8,0,0,0,0,9,2
2454,0,0,20,23,0,0,0,0,4,8
2455,0,0,76,1,0,0,0,0,17,0
2456,0,0,49,20,0,0,0,0,11,6
2457,0,0,0,1,0,0,0,0,0,0
2458,0,0,0,0,0,0,0,0,0,0
2459,0,0,0,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0
2461,0,0,2,14,0,0,0,0,0,3
2462,0,0,4,60,0,0,0,0,1,19
2463,0,0,67,4,0,0,0,0,21,1
2464,0,0,37,27,0,0,0,0,12,9
2465,0,0,57,1,0,0,0,0,18,0
2466,0,0,56,0,0,0,0,0,18,0
2467,0,0,1,70,0,0,0,0,0,22
2468,0,0,0,68,0,0,0,0,0,22
2469,0,0,37,15,0,0,0,0,7,5
2470,0,0,18,41,0,0,0,0,4,13
2471,0,0,0,79,0,0,0,0,0,25
2472,0,0,58,1,0,0,0,0,13,1
2473,0,0,0,0,0,0,0,0,0,0
2474,0,0,0,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0,0,0,0
2477,0,0,42,4,0,0,0,0,8,1
2478,0,0,59,17,0,0,0,0,8,6
2479,0,0,98,0,0,0,0,0,12,0
2480,0,0,18,68,0,0,0,0,2,22
2481,0,0,0,1,0,0,0,0,0,0
2482,0,0,0,0,0,0,0,0,0,0
2483,0,0,0,0,0,0,0,0,0,0
2484,0,0,0,0,0,0,0,0,0,0
2485,0,0,57,0,0,0,0,0,11,0
2486,0,0,57,7,0,0,0,0,11,2
2487,0,0,0,80,0,0,0,0,0,25
2488,0,0,2,53,0,0,0,0,0,17
2489,0,0,5,47,0,0,0,0,1,15
2490,0,0,21,39,0,0,0,0,7,12
2491,0,0,68,0,0,0,0,0,22,0
2492,0,0,7,33,0,0,0,0,2,10
2493,0,0,0,62,0,0,0,0,0,19
2494,0,0,14,55,0,0,0,0,4,17
2495,0,0,0,74,0,0,0,0,0,23
2496,0,0,10,14,0,0,0,0,5,15
2497,0,0,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,0,0,0,0
2499,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,77,0,0,0,0,0,25
2502,0,0,5,82,0,0,0,0,1,26
2503,0,0,0,99,0,0,0,0,0,32
2504,0,0,22,25,0,0,0,0,3,8
2505,0,0,0,1,0,0,0,0,0,0
2506,0,0,0,0,0,0,0,0,0,0
2507,0,0,0,0,0,0,0,0,0,0
2508,0,0,0,0,0,0,0,0,0,0
2509,0,0,43,4,0,0,0,0,14,1
2510,0,0,7,48,0,0,0,0,2,15
2511,0,0,0,80,0,0,0,0,0,25
2512,0,0,2,57,0,0,0,0,0,18
2513,0,0,7,47,0,0,0,0,2,15
2514,0,0,70,0,0,0,0,0,22,0
2515,0,0,28,14,0,0,0,0,9,5
2516,0,0,59,0,0,0,0,0,19,0
2517,0,0,52,12,0,0,0,0,17,4
2518,0,0,27,29,0,0,0,0,9,9
2519,0,0,1,59,0,0,0,0,0,18
2520,0,0,0,49,0,0,0,0,0,53
2521,0,0,0,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,0,0,0,0
2523,0,0,0,0,0,0,0,0,0,0
2524,0,0,0,0,0,0,0,0,0,0
2525,0,0,0,97,0,0,0,0,0,31
2526,0,0,12,63,0,0,0,0,2,20
2527,0,0,0,107,0,0,0,0,0,34
2528,0,0,0,77,0,0,0,0,0,24
2529,0,0,0,0,0,0,0,0,0,0
2530,0,0,0,0,0,0,0,0,0,0
2531,0,0,0,0,0,0,0,0,0,0
2532,0,0,0,0,0,0,0,0,0,0
2533,0,0,40,4,0,0,0,0,13,1
2534,0,0,0,65,0,0,0,0,0,20
2535,0,0,0,69,0,0,0,0,0,22
2536,0,0,48,19,0,0,0,0,15,6
2537,0,0,74,0,0,0,0,0,24,0
2538,0,0,1,55,0,0,0,0,0,17
2539,0,0,40,0,0,0,0,0,8,0
2540,0,0,2,49,0,0,0,0,0,16
2541,0,0,33,3,0,0,0,0,10,1
2542,0,0,41,25,0,0,0,0,13,8
2543,0,0,0,72,0,0,0,0,0,23
2544,0,0,30,34,0,0,0,0,15,0
2545,0,0,0,1,0,0,0,0,0,0
2546,0,0,0,0,0,0,0,0,0,0
2547,0,0,0,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0,0,0
2549,0,0,0,0,0,0,0,0,0,0
2550,0,0,0,0,0,0,0,0,0,0
2551,0,0,67,0,0,0,0,0,33,0
2552,0,0,31,37,0,0,0,0,15,0
2553,0,0,28,0,0,0,0,0,14,0
2554,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,0,0,0
2558,0,0,0,0,0,0,0,0,0,0
2559,0,0,0,0,0,0,0,0,0,0
2560,0,0,42,19,0,0,0,0,7,0
2561,0,0,61,5,0,0,0,0,11,0
2562,0,0,56,0,0,0,0,0,10,0
2563,0,0,15,23,0,0,0,0,2,0
2564,0,0,0,92,0,0,0,0,0,0
2565,0,0,0,86,0,0,0,0,0,0
2566,0,0,0,107,0,0,0,0,0,0
2567,0,0,0,108,0,0,0,0,0,0
2568,0,0,0,90,0,0,0,0,0,0
2569,0,0,0,1,0,0,0,0,0,0
2570,0,0,0,0,0,0,0,0,0,0
2571,0,0,0,0,0,0,0,0,0,0
2572,0,0,0,0,0,0,0,0,0,0
2573,0,0,0,0,0,0,0,0,0,0
2574,0,0,0,0,0,0,0,0,0,0
2575,0,0,37,4,0,0,0,0,18,0
2576,0,0,48,0,0,0,0,0,24,0
2577,0,0,40,0,0,0,0,0,20,0
2578,0,0,0,0,0,0,0,0,0,0
2579,0,0,0,0,0,0,0,0,0,0
2580,0,0,0,0,0,0,0,0,0,0
2581,0,0,0,0,0,0,0,0,0,0
2582,0,0,0,0,0,0,0,0,0,0
2583,0,0,0,0,0,0,0,0,0,0
2584,0,0,45,4,0,0,0,0,5,0
2585,0,0,64,0,0,0,0,0,7,0
2586,0,0,56,0,0,0,0,0,6,0
2587,0,0,62,0,0,0,0,0,7,0
2588,0,0,47,36,0,0,0,0,5,0
2589,0,0,0,105,0,0,0,0,0,0
2590,0,0,0,109,0,0,0,0,0,0
2591,0,0,0,109,0,0,0,0,0,0
2592,0,0,19,40,0,0,0,0,20,9
2593,0,0,0,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,0,0,0,0
2595,0,0,0,0,0,0,0,0,0,0
2596,0,0,0,0,0,0,0,0,0,0
2597,0,0,4,28,0,0,0,0,1,18
2598,0,0,12,40,0,0,0,0,2,25
2599,0,0,5,58,0,0,0,0,1,31
2600,0,0,96,0,0,0,0,0,16,0
2601,0,0,0,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0,0,0,0
2603,0,0,0,0,0,0,0,0,0,0
2604,0,0,0,0,0,0,0,0,0,0
2605,0,0,0,55,0,0,0,0,0,12
2606,0,0,8,3,0,0,0,0,9,1
2607,0,0,36,0,0,0,0,0,40,0
2608,0,0,2,44,0,0,0,0,2,10
2609,0,0,3,23,0,0,0,0,3,5
2610,0,0,1,67,0,0,0,0,1,15
2611,0,0,26,0,0,0,0,0,28,0
2612,0,0,49,0,0,0,0,0,54,0
2613,0,0,40,1,0,0,0,0,43,0
2614,0,0,5,57,0,0,0,0,5,13
2615,0,0,0,89,0,0,0,0,0,20
2616,0,0,1,62,0,0,0,0,1,15
2617,0,0,0,0,0,0,0,0,0,0
2618,0,0,0,0,0,0,0,0,0,0
2619,0,0,0,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0,0,0,0
2621,0,0,82,6,0,0,0,0,14,4
2622,0,0,22,54,0,0,0,0,4,35
2623,0,0,0,69,0,0,0,0,0,44
2624,0,0,0,60,0,0,0,0,0,39
2625,0,0,0,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,0,0,0,0
2627,0,0,0,0,0,0,0,0,0,0
2628,0,0,0,0,0,0,0,0,0,0
2629,0,0,16,12,0,0,0,0,17,3
2630,0,0,11,21,0,0,0,0,12,5
2631,0,0,9,13,0,0,0,0,11,2
2632,0,0,18,3,0,0,0,0,19,1
2633,0,0,27,4,0,0,0,0,30,1
2634,0,0,42,0,0,0,0,0,46,0
2635,0,0,0,74,0,0,0,0,0,17
2636,0,0,0,77,0,0,0,0,0,17
2637,0,0,16,41,0,0,0,0,17,9
2638,0,0,0,89,0,0,0,0,0,20
2639,0,0,0,90,0,0,0,0,0,20
2640,0,0,11,34,0,0,0,0,12,8
2641,0,0,0,0,0,0,0,0,0,0
2642,0,0,0,0,0,0,0,0,0,0
2643,0,0,0,0,0,0,0,0,0,0
2644,0,0,0,0,0,0,0,0,0,0
2645,0,0,15,18,0,0,0,0,3,12
2646,0,0,49,25,0,0,0,0,8,16
2647,0,0,18,48,0,0,0,0,3,31
2648,0,0,0,56,0,0,0,0,0,36
2649,0,0,0,0,0,0,0,0,0,0
2650,0,0,0,0,0,0,0,0,0,0
2651,0,0,0,0,0,0,0,0,0,0
2652,0,0,0,0,0,0,0,0,0,0
2653,0,0,5,56,0,0,0,0,5,12
2654,0,0,0,90,0,0,0,0,0,20
2655,0,0,5,71,0,0,0,0,5,16
2656,0,0,29,0,0,0,0,0,33,0
2657,0,0,38,0,0,0,0,0,42,0
2658,0,0,6,5,0,0,0,0,7,1
2659,0,0,0,80,0,0,0,0,0,13
2660,0,0,0,80,0,0,0,0,0,13
2661,0,0,17,28,0,0,0,0,19,5
2662,0,0,4,54,0,0,0,0,5,9
2663,0,0,0,61,0,0,0,0,0,10
2664,0,0,36,2,0,0,0,0,38,0
2665,0,0,0,0,0,0,0,0,0,0
2666,0,0,0,0,0,0,0,0,0,0
2667,0,0,0,0,0,0,0,0,0,0
2668,0,0,0,0,0,0,0,0,0,0
2669,0,0,0,55,0,0,0,0,0,26
2670,0,0,73,6,0,0,0,0,13,4
2671,0,0,44,17,0,0,0,0,7,12
2672,0,0,0,71,0,0,0,0,0,46
2673,0,0,0,0,0,0,0,0,0,0
2674,0,0,0,0,0,0,0,0,0,0
2675,0,0,0,0,0,0,0,0,0,0
2676,0,0,0,0,0,0,0,0,0,0
2677,0,0,1,65,0,0,0,0,1,14
2678,0,0,10,49,0,0,0,0,12,11
2679,0,0,0,69,0,0,0,0,0,15
2680,0,0,0,33,0,0,0,0,0,7
2681,0,0,16,10,0,0,0,0,14,2
2682,0,0,0,71,0,0,0,0,0,16
2683,0,0,3,64,0,0,0,0,4,14
2684,0,0,15,2,0,0,0,0,15,0
2685,0,0,31,6,0,0,0,0,34,1
2686,0,0,27,19,0,0,0,0,29,4
