"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
106,2811,8951,3204,3954,6530,58151.5,414,8945,32560,8823.25,3994,5907,10016
107,2808,8947,3207,3941,6520,58130.75,397,8895,32678,9177.5,3997,5911,10019
108,2815,8945,3207,3981,6554,57726,454,8833,32945,9309.5,3990,5876,10015
109,2818,8900,3227,3980,6489,56732,439,8815,32415.5,9357,3990,5833,10015
110,2822,8906,3280,3992,6490,55826.5,473,8870,32144.5,9398.25,3993,5832,10027
111,2825,8920,3281,3990,6491,56283.75,487,8987,33533.5,9419.5,4006,5744,10032
112,2837,9080,3280,3969,6451,57836.25,408,9021,34776,9426,4005,5758,10032
113,2828,9068,3277,3944,6450,59615.25,484,9032,36117,9517.75,4007,5757,10033
114,2828,9017,3257,3928,6396,58395.75,525,8902,35821,9413.25,4007,5755,10022
115,2805,9150,3203,3916,6409,57816,347,8699,33757,9331.75,3993,5737,9972
116,2802,9111,3100,3898,6383,56134.75,-311,8261,31686.5,9128.75,3952,5596,9885
117,2788,8710,2981,3869,6271,53186.75,-453,8002,29147,8429,3860,5395,9817
118,2743,8622,2882,3830,5878,51840.5,-694,7774,25969,7715.25,3449,5226,9462
119,2523,8280,2834,3761,5374,48065.25,-797,7422,23746.5,7091.25,2837,5117,9386
120,2396,7905,2767,3710,4669,41846.25,-749,7440,23288.5,6371.5,2855,4890,9444
121,2397,7829,2731,3667,4434,40113.75,-784,7375,22280,6044.25,2795,4928,9432
122,2387,7602,2708,3637,4190,39248,-859,7359,21387.5,5937.25,2774,4900,9418
123,2379,7556,2705,3636,4195,38874,-863,7364,21293.5,5753,2774,4908,9414
124,2357,7629,2707,3657,4237,40352.25,-866,7408,21387,6000,2791,4996,9440
125,2379,7839,2738,3690,4566,44015.75,-809,7609,23132,6599.5,2899,5071,9509
126,2490,8026,2878,3814,5226,48571.5,-846,7760,27129.5,8166.5,3092,5996,9601
127,2692,8846,2987,3914,6112,52104.5,-623,7975,30775.5,9820.75,3095,6286,9930
128,2790,8713,3182,3916,6083,56062.75,-537,8275,34233.5,10320,3476,6471,9961
129,2796,8891,3199,3920,6231,55936.5,-552,8482,35720,10361.75,3657,6571,9987
130,2796,8893,3207,3878,6269,55425,-468,8544,36132.5,10210.25,3705,6606,10047
131,2798,8888,3239,3881,6273,55696,-523,8525,37140.5,10041.75,3708,6614,10053
132,2804,8890,3240,3920,6258,55592.75,-512,8476,37380,10103.5,3701,6597,10053
133,2808,8801,3239,3943,6231,55344.25,-672,8571,36354,10264.25,3705,6575,10052
134,2806,8833,3257,3966,6248,54562,-674,8780,36101.5,10476.5,3704,6614,10061
135,2809,8835,3259,3970,6437,54879,-534,8975,36884.5,10473.75,3705,6618,10066
136,2837,8853,3261,3966,6450,57287,-202,9097,38495.5,10558.25,3722,6644,10065
137,2842,8842,3264,3933,6465,58893.75,-120,9122,39910.5,10813,3723,6634,10065
138,2844,8883,3269,3942,6432,58604.75,-294,9026,38715.5,10779,3713,6638,10062
139,2847,8900,3254,3924,6407,58706,-566,8709,36595,9945.25,3689,6558,10044
140,2832,8808,3204,3936,6326,57305.25,-782,8207,34203.5,8599.25,3572,6335,9957
141,2830,8431,3200,3888,6038,54840,-827,8051,31672,7498.5,3494,6237,9851
142,2812,8379,3019,3850,5908,53117,-810,7882,28373,7193.75,3256,5953,9494
143,2740,8138,2931,3797,5206,50615.5,-875,7524,26152.5,6984.25,2993,5628,9446
144,2618,8106,3023,3816,5422,50535.25,-608,7603,25543,6504,2590,5093,9534
145,2608,8104,3011,3762,5340,48533.25,-559,7506,25441.5,6072.5,2431,5081,9519
146,2616,8097,3000,3722,5177,47462.5,-492,7569,24770,5926.5,2427,5018,9504
147,2614,8098,3002,3713,5276,46478.75,-437,7611,23682,5607.75,2461,5015,9515
148,2841,8139,3011,3715,5359,46859.75,-349,7682,25015.5,5160,2465,5064,9549
149,2846,8201,3064,3744,5554,50758.75,-88,7922,27265.5,5477.25,2902,5432,9610
150,2863,8406,3117,3818,6101,56763.75,660,8422,32447,6626.75,3867,5948,9872
151,2883,8618,3149,3961,6222,62354.25,854,8814,35378,7768.25,3987,6208,9953
152,2797,8690,3250,4025,6315,64442.25,1053,9030,36359,8375.75,4042,6318,9988
153,2894,8937,3253,4039,6396,63380.25,1087,9077,37274,8718,4112,6389,9989
154,2888,8957,3261,4044,6419,62450.25,1101,9090,37228.5,8763,4124,6400,9926
155,2885,8966,3263,4052,6447,61844.5,1232,9104,37089.5,8547.5,4132,6397,9940
156,2825,8960,3265,4067,6436,61073.5,1352,9083,36551.5,8311.25,4130,6592,10025
157,2778,8939,3277,4084,6371,61024.5,1399,9026,36041.5,8132,4122,6542,10029
158,2887,8948,3269,4091,6360,60371.5,1477,9035,36219,8351.75,4124,6505,10043
159,2888,8957,3270,4102,6405,60306.5,1547,9161,37470,8687.5,4133,6506,10035
160,2889,8970,3276,4084,6398,60927.75,1570,9222,39034.5,8868.25,4132,6553,10051
161,2893,8970,3277,4073,6399,63322.25,1599,9211,40149.5,9018.75,4136,6554,10050
162,2894,8960,3274,4058,6408,63146.5,1561,9127,39197.5,8939.75,4131,6549,10050
163,2894,8906,3269,4054,6397,62175,1537,8906,37115,8473.5,4100,6555,10044
164,2869,8884,3261,4029,6348,58731.5,1413,8627,35360.5,7693.25,4008,6403,10004
165,2868,8747,3234,3992,6169,55833.5,1375,8427,33244,7036.5,3950,6267,9951
166,2852,8711,3146,3953,5925,54670.5,1302,8279,30170.5,6964,3395,6063,9883
167,2851,8500,3133,3912,5610,52426.25,889,7935,27355.5,6790.5,2763,5731,9668
168,2621,7786,3062,3758,4899,51037.5,1082,7613,26470,6873.5,2567,5016,9759
169,2622,7659,3055,3735,4782,49182.75,813,7592,26080.5,6309.5,2482,4941,9732
170,2622,7639,3048,3718,4719,48313.25,802,7530,24878.5,5908,2477,4935,9727
171,2627,7585,3043,3742,4668,47922.75,793,7541,24334,5684.5,2495,4933,9710
172,2596,7629,3048,3746,4724,48603,800,7615,24741.5,5807.25,2514,5037,9706
173,2835,7823,3094,3788,5003,51596.25,1110,7891,27044.5,6026.25,2910,5280,9869
174,2845,8355,3117,3884,5734,56696.5,1403,8199,30575.5,6874.5,3661,6150,9928
175,2851,8810,3273,4022,6249,60816.5,1755,8662,32834,7576,3988,6590,10053
176,2861,8884,3315,4089,6293,62978.25,2078,8961,35459,7876.75,4043,6707,10104
177,2864,8991,3337,4110,6349,63698.75,2065,9057,35861.5,7994.5,4045,6766,10109
178,2863,9007,3322,4150,6424,63238.5,2054,9053,35772.5,7954.75,4044,6768,10109
179,2869,9017,3321,4152,6445,63022,2018,9043,36236,7741.25,4049,6770,10111
180,2868,9006,3322,4141,6457,61654.5,2064,8939,36542,7278,4044,6767,10108
181,2867,8944,3327,4151,6387,60678.25,1922,8913,36613,7156.25,4045,6737,10093
182,2892,9083,3328,4148,6388,59839.75,1938,8830,36554,7748,4045,6739,10076
183,2900,9113,3325,4125,6488,59682.25,1953,8948,37063.5,8550.5,4047,6667,10077
184,2897,9128,3326,4083,6530,60413.5,2048,9067,38565.5,8954.75,4047,6701,10076
185,2900,9127,3330,4052,6541,63684.75,2093,9149,39616.5,9420.25,4046,6701,10084
186,2900,9120,3328,4038,6523,63732.75,2152,9110,39049,9433.75,4036,6683,10097
187,2901,9090,3280,4036,6460,63296.75,2121,8951,37520.5,9100.75,4004,6690,10091
188,2877,8729,3249,3994,6393,60174,1618,8687,35457,8526.25,4003,6368,10048
189,2878,8384,3203,3963,6165,58215.5,1236,8587,33932,8080.25,3911,6250,10003
190,2871,8361,3108,3918,5609,57238,1633,8307,31327,7822.5,3583,6060,9906
191,2857,8227,3102,3874,5146,54807,1184,8045,26613.5,7406.25,3418,5908,9856
192,2699,7826,3082,3794,4901,51068.25,986,7739,26082,5597.5,2959,5636,9717
193,2695,7855,3076,3755,4827,49481,1021,7723,25968.5,5119.75,2783,5624,9643
194,2694,7781,3072,3717,4769,48329.5,1082,7691,24929,4917.25,2777,5650,9639
195,2692,7919,3078,3688,4898,47024,1219,7706,23891.5,4835.25,2778,5653,9613
196,2669,7937,3075,3677,5022,46905.75,1287,7746,22823,4887,2779,5666,9609
197,2690,7936,3028,3686,4971,46957.75,1348,7803,22648.5,4938.25,2780,5820,9688
198,2704,8192,2978,3682,5155,48713,1494,7928,24262,5225.75,2908,6045,9778
199,2768,7854,2932,3735,5926,51300.75,1727,8369,25156,5830.25,3038,6228,9872
200,2788,8308,2944,3783,6338,54117.25,2207,8673,26057,6626,3144,6340,9921
201,2885,8395,2932,3834,6584,55278.75,2294,8928,28176,6864.5,3241,6383,9931
202,2890,8511,2924,3866,6590,55849.5,2373,8995,29403,6638.5,3299,6418,9960
203,2893,8512,2867,3849,6612,55948.25,2362,9018,29821,6416.5,3303,6419,9998
204,2895,8520,2789,3854,6536,56060.75,2369,9046,30145,6465,3260,6452,10015
205,2896,8479,2760,3850,6487,55805.75,2386,8990,30054,6832.5,3080,6365,10015
206,2901,8476,2749,3859,6519,54871.5,2410,8899,29756.5,7321.75,3051,6365,10015
207,2900,8480,2784,3860,6418,54192.25,2484,9010,30914.5,7797,3058,6350,10023
208,2810,8450,2796,3842,6511,54718.25,2486,9143,33223.5,8129.75,3056,6267,9999
209,2808,8461,2822,3826,6483,58053.5,2434,9283,35189.5,8458,3028,6196,9977
210,2812,8475,2834,3797,6494,60082.25,2367,9272,34338,8556.5,2908,5981,9999
211,2805,8774,2798,3779,6285,60231,2200,9135,31368,8457.25,2809,5839,10033
212,2716,8867,2672,3740,5911,56552.25,1965,8539,28996.5,8000.75,2745,5731,10008
213,2644,8677,2656,3701,5435,54268,1169,8353,26381,7508.5,2708,5579,9955
214,2626,7933,2718,3648,5018,53725,964,8302,23455,6912,2605,5522,9750
215,2585,7424,2637,3637,4379,51444.25,218,7927,20428.5,6498,2268,5410,9585
216,2628,6691,2587,3629,4778,48179.5,-382,8153,19934.5,4867.75,1980,4973,9465
217,2585,6643,2490,3599,4060,46429.75,-818,8094,19729.5,4717,1765,4547,9442
218,2568,6446,2362,3611,3594,45801.25,-1115,8075,19672,4586,1742,4365,9414
219,2528,6381,2297,3602,3429,45094.25,-1197,8065,19361.5,4114.5,1724,4353,9409
220,2517,6378,2271,3594,3478,44859,-1218,8099,19676,3967.5,1724,4361,9411
221,2561,6434,2276,3598,3571,44526.5,-1106,8186,19647.5,4019.5,1729,4471,9450
222,2537,6510,2297,3637,3525,42902.25,-827,8354,20323.5,4270.5,1771,4878,9496
223,2612,6688,2354,3677,4441,45345.25,-477,8574,21880.5,4613.75,1785,5156,9629
224,2637,7177,2514,3725,4845,47888.5,-48,8692,23197,4989.25,2180,5625,9743
225,2657,7629,2670,3775,5190,49976,440,8737,26181.5,5540.25,2188,5935,9919
226,2771,8239,2797,3812,5505,51217.75,601,8854,28179,5911.25,2304,6050,9938
227,2795,8345,2878,3842,5553,52246.75,636,8950,28753,6055.75,2490,6154,9940
228,2790,8343,2880,3861,5529,52421.5,691,8917,29800.5,6342.25,2410,6276,9940
229,2772,8282,2885,3874,5509,51238.5,738,8863,30108,6391.75,2346,6399,9939
230,2816,8389,2937,3896,5562,49947,821,8924,30637.5,6561.25,2502,6425,9943
231,2816,8429,3023,3927,6041,49352,1013,8961,31449,6606.25,2735,6468,9953
232,2905,8456,3115,3936,6133,50331.5,1216,9203,33508,7085,3237,6515,9955
233,2905,8474,3152,3922,6244,52581.5,1303,9287,33727,7876,3258,6535,9960
234,2905,8472,3160,3930,6186,52924.25,1312,9213,32079,8166,3252,6536,9956
235,2855,8427,3135,3959,6030,51415,1097,8993,27614,8101.5,3076,6533,9945
236,2782,8301,3079,3933,5900,50480.25,757,8705,24290,7852.25,2634,6538,9919
237,2741,8083,2992,3913,5848,48686,532,8547,20468,7522.5,2356,6429,9888
238,2617,7346,2902,3889,5210,48644.75,280,8353,17469,6857.25,2172,6126,9846
239,2584,6868,2821,3825,3971,45199.75,-151,7870,13673,6103.5,2171,5965,9538
240,2580,7087,2776,3821,5084,40811.25,-290,7866,14419,4815.5,2022,5525,9581
241,2575,6974,2763,3783,4874,39742.75,-637,7865,13797.5,3936,1817,5285,9533
242,2551,6689,2710,3743,4505,38759.25,-1004,7753,13597.5,3532.5,1814,5211,9532
243,2537,6546,2654,3740,4117,38590,-1293,7755,14222,3204,1814,5280,9529
244,2539,6674,2694,3772,4483,39327.25,-1513,7917,14368.5,3011.75,1816,5351,9553
245,2639,7247,2833,3823,5233,41665.25,-1754,8266,14313.5,3376.75,2263,5612,9649
246,2737,7804,2949,3848,5509,48128,-1653,8574,17878.5,4570.75,2896,6552,9988
247,2845,8518,3079,3992,5980,53473,-1499,9044,22891.5,6287.75,3703,6846,10007
248,2868,8623,3090,4002,6156,56280.5,-1412,9184,26099.5,7501.25,3707,6892,10027
249,2864,8701,3096,4016,6182,55820,-1569,9000,27377.5,7507.5,3647,6854,10031
250,2852,8572,3078,4013,6168,55044,-1640,8950,27913,7373,3463,6872,10023
251,2832,8407,3017,4010,6107,54651,-1750,8926,27763.5,7468,3206,6875,10033
252,2770,8343,3011,4033,5923,54414.5,-1791,8839,27764,7481,2996,6821,10039
253,2759,8152,2992,4010,5884,53627.75,-1809,8824,26673.5,7506.75,2997,6840,10091
254,2761,8084,2986,4007,5784,52356,-1824,8913,26353.5,7498,2845,6862,10088
255,2781,8115,2994,3986,5926,51655,-1643,9066,27134.5,7495.5,2882,6883,10099
256,2795,8248,2992,3989,6029,51467.75,-1743,9110,27755,7417,3029,6887,10100
257,2841,8429,2998,3970,6236,53174.5,-1524,9148,28539.5,7211.5,2947,6888,10101
258,2787,8272,2958,3943,5986,52782,-1288,9111,27857,6589.5,2807,6782,10099
259,2643,7853,2876,3956,5186,50845.25,-1316,8870,24844,5868.75,2227,6641,10027
260,2586,7454,2726,3881,4475,46683,-1237,8520,23571.5,5097.75,2196,6267,9706
261,2594,6964,2626,3848,3915,42477.75,-1188,8237,21011,4484.5,2042,6067,9667
262,2526,6307,2484,3777,3535,40857,-961,8069,18184.5,3936.5,1945,5962,9622
263,2458,5278,2103,3665,2514,39510.75,-752,7830,16219.5,3117.75,1921,5614,9507
264,2280,4388,2035,2333,1992,37019.25,-1628,7552,16171.5,2297.75,1825,4441,9322
265,2248,4063,2005,2395,1771,35970.75,-1458,7435,16426.5,2058.75,1684,4111,9294
266,2183,3853,1975,2574,1686,35429,-1207,7475,15274.5,2023.75,1685,4173,9294
267,2231,4006,1914,3194,1772,35703.25,-848,7617,15692,2197,1723,4453,9311
268,2304,4890,2051,3488,2469,37009,-691,7790,15561.5,2433.75,1908,4791,9370
269,2506,6311,2553,3661,4166,38672.25,-350,8211,16758,3112.5,2667,5293,9437
270,2587,7961,2487,3685,5131,44982.75,-137,8580,21515,4591,2492,6025,9848
271,2831,8621,2540,3792,5919,50493.5,48,9077,28495,6856.5,2484,6239,9965
272,2843,8606,2583,3791,5968,54780.75,471,9295,31450.5,8153,2544,6255,10058
273,2842,8694,2587,3797,6070,53230.75,-96,9239,31503,8518.25,2549,6309,10061
274,2835,8725,2618,3797,6064,52412.5,-174,9257,31837.5,8120.25,2684,6311,10081
275,2834,8674,2626,3802,6071,52068.5,-677,9235,32124.5,7670.25,2691,6352,10105
276,2835,8608,2641,3806,6054,51262.5,-1140,8921,32846,7110,2893,6412,10109
277,2796,8500,2634,3807,6018,49987.5,-1323,8873,32288,7026.25,2922,6425,10107
278,2796,8491,2645,3809,6015,48645.5,-1466,8942,32283,7529.25,2952,6434,10123
279,2828,8642,2657,3811,6035,48813.5,-1415,9213,33637,8228.5,3041,6524,10182
280,2843,8640,2646,3809,6013,51568.75,-1119,9495,35692.5,8557.25,3093,6636,10196
281,2844,8641,2667,3787,6035,53492.25,-1081,9587,37400.5,8751.5,3078,6643,10205
282,2843,8627,2656,3736,5944,52972,-1070,9537,36233,8352,3118,6563,10159
283,2840,8570,2660,3753,5866,50990.5,-1730,9166,34520.5,8122.5,3122,6601,10150
284,2616,8334,2654,3742,5589,46953.25,-1755,8805,32375,7731.25,3126,6566,10081
285,2592,8033,2640,3727,5161,43875,-1784,8554,30507.5,7010.75,3133,6455,10034
286,2542,7059,2602,3690,4810,41779.25,-1951,8317,28246.5,6132,3036,6389,9840
287,2537,6707,2590,3639,3749,39185.5,-2057,8137,25101.5,5500,2878,5924,9576
288,2374,6104,2375,3555,3211,35398.5,-2053,7843,24502.5,4400.75,2343,5906,9582
289,2353,5995,2342,3528,3127,34867,-2138,7811,24374,4009,2244,5609,9555
290,2341,5857,2240,3534,3128,34523.5,-2004,7737,23363.5,3820.5,2219,5486,9525
291,2349,5772,2187,3525,3027,34698,-1773,7729,22864.5,3572.5,2197,5480,9556
292,2359,5883,2252,3559,3153,35426.75,-1598,7853,22586.5,3771,2220,5485,9586
293,2458,6724,2585,3611,4078,37260.5,-1264,8326,23420,3943,3253,5836,9651
294,2575,8098,2611,3733,5221,41726.75,-1015,8651,27196,5432,3496,6573,9938
295,2743,8571,2706,3872,5963,45841.25,-901,8947,31467,7379,3502,6807,10193
296,2830,8681,2887,3887,6093,48793,-732,9125,33064,7855.75,3634,6929,10203
297,2782,8740,2880,3932,5981,47886.25,-1039,9007,34196.5,7069.5,3635,6939,10202
298,2736,8703,2892,3971,5907,46916,-1157,9175,34630,6449.75,3537,6972,10204
299,2688,8686,2886,3989,5721,46319.25,-1336,9152,34889,6149.25,3546,6978,10192
300,2649,8483,2849,3970,5227,46254.75,-1394,9073,35393.5,6228,3527,6980,10229
301,2635,8316,2865,3965,5172,46444,-1605,9119,34837.5,6695.25,3533,6972,10224
302,2605,7977,2849,3942,5081,45730.75,-1702,9202,34748,7463.5,3698,6974,10223
303,2582,8375,2920,3970,5211,44915.75,-1649,9317,34667,7928,3697,6899,10239
304,2713,8585,2951,3999,5741,46051,-1748,9388,35726.5,8378.5,3877,6968,10250
305,2797,8723,2993,4020,5961,47762.75,-1477,9427,36839,8940.75,3961,6978,10260
306,2810,8716,2997,4017,5890,47291,-1429,9422,35867.5,9092.75,3960,6980,10255
307,2745,8693,2963,3983,5656,45979,-1470,9149,33977,8701.25,3917,6890,10237
308,2715,8524,2906,3952,5641,44050.75,-1441,8667,32336,7778.75,3914,6860,10203
