"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
102,5792,5131,3735,1938,2474,50726.25,767,8051,20294,5514.25,4455,5590,11340
103,6318,5534,3909,2070,2518,56774.25,1677,8571,25212.5,7074.5,4566,6008,11755
104,6581,5674,4026,2134,2556,59977.75,1881,8861,30019.5,8155,4641,6010,11826
105,6696,5650,4044,2141,2580,59245,1843,8934,31710.5,8650.75,4646,6040,11853
106,6741,5693,4033,2154,2586,58460.5,1924,8945,32560,8602.25,4644,6057,11861
107,6712,5703,3995,2141,2563,58469.75,1943,8895,32678,8937.5,4647,6080,11864
108,6661,5675,4014,2181,2552,58046,1960,8833,32945,9214.5,4640,6069,11860
109,6596,5672,4034,2180,2521,56752,2068,8815,32415.5,9463,4640,5994,11860
110,6604,5719,4091,2192,2525,56104.5,2086,8870,32144.5,9182.25,4643,6021,11872
111,6686,5758,4133,2190,2542,56283.75,2042,8987,33533.5,9419.5,4656,5892,11877
112,6790,5852,4147,2169,2583,57836.25,1946,9021,34776,9336,4655,5891,11877
113,6772,5818,4094,2144,2575,59890.25,2116,9032,36117,9096.75,4657,5940,11878
114,6678,5685,4044,2128,2573,58775.75,2157,8902,35821,9011.25,4657,5968,11867
115,6525,5639,3995,2116,2539,58166,1979,8699,33757,9315.75,4643,5945,11817
116,6386,5534,3951,2098,2500,56484.75,1227,8261,31686.5,9421.75,4602,5745,11730
117,6278,5440,3864,2069,2494,53566.75,896,8002,29147,8935,4510,5512,11289
118,6059,5317,3783,2030,2548,52190.5,784,7774,25969,8221.25,4099,5325,10597
119,5839,5152,3687,1961,2612,48325.25,602,7422,23746.5,7597.25,3487,5264,9945
120,5719,4956,3571,1910,2308,42305.25,232,7440,23288.5,6877.5,3505,5040,9681
121,5602,4896,3542,1867,2388,40612.75,77,7375,22280,6550.25,3445,5078,9529
122,5531,4919,3512,1837,2265,39788,-191,7359,21387.5,6443.25,3424,4996,9418
123,5539,4952,3499,1836,2314,39454,-374,7364,21293.5,6259,3424,5014,9414
124,5566,5006,3500,1857,2325,40992.25,-436,7408,21387,6506,3441,5103,9440
125,5791,5060,3529,1890,2465,44685.75,-267,7609,23132,7105.5,3549,5180,9509
126,6273,5356,3680,2014,2517,49331.5,-266,7760,27129.5,8672.5,3742,6094,9601
127,6862,5786,3832,2114,2612,52804.5,388,7975,30775.5,10326.75,3745,6436,10258
128,7090,5952,3936,2116,2692,56782.75,339,8275,34233.5,10826,4126,6617,9961
129,7007,5935,4064,2120,2713,56685.5,352,8482,35720,10867.75,4307,6706,10241
130,6960,5906,4031,2078,2666,56134,93,8544,36132.5,10716.25,4355,6756,10873
131,6892,5839,4009,2081,2647,56356,-19,8525,37140.5,10547.75,4358,6764,11194
132,6842,5765,3975,2120,2637,56241.75,11,8476,37380,10609.5,4351,6762,11333
133,6817,5728,3960,2143,2672,55884.25,13,8571,36354,10770.25,4355,6754,11194
134,6857,5729,3955,2166,2673,55192,-235,8780,36101.5,10982.5,4354,6816,11364
135,6973,5820,3964,2170,2650,55509,-355,8975,36884.5,10979.75,4355,6813,11639
136,7065,5891,3972,2166,2710,57897,-202,9097,38495.5,11064.25,4372,6833,11673
137,7034,5858,3950,2133,2730,59416.75,212,9122,39910.5,11225,4373,6848,11575
138,6917,5848,3909,2142,2704,59029.75,638,9026,38715.5,10572,4363,6898,11852
139,6805,5637,3845,2124,2672,59295,479,8709,36595,10357.25,4339,6867,11288
140,6704,5552,3773,2136,2684,57905.25,301,8207,34203.5,9105.25,4222,6666,11044
141,6578,5404,3695,2088,2563,55459,249,8051,31672,8004.5,4144,6642,10654
142,6310,5278,3590,2050,2491,53727,332,7882,28373,7699.75,3906,6282,10506
143,6155,5392,3487,1997,2209,51285.5,132,7524,26152.5,7490.25,3643,5972,9841
144,5798,5045,3334,2016,2383,51415.25,999,7603,25543,6878,3240,5682,9843
145,5641,4903,3272,1962,2337,49453.25,1073,7506,25441.5,6578.5,3081,5720,9882
146,5557,4867,3232,1922,2320,48382.5,1140,7569,24770,6432.5,3077,5686,9842
147,5528,4857,3209,1913,2316,47388.75,1195,7611,23682,6113.75,3111,5708,10004
148,5569,4917,3196,1915,2330,47779.75,1283,7682,25015.5,5666,3115,5779,10264
149,5789,5061,3221,1944,2379,51657.75,1544,7922,27265.5,5373.25,3552,6175,10805
150,6379,5368,3313,2018,2511,57426.75,2292,8422,32447,5903.75,4517,6652,11662
151,6995,5749,3528,2161,2667,62718.25,2486,8814,35378,7045.25,4637,6729,11242
152,7239,5922,3625,2225,2739,64506.25,2685,9030,36359,7652.75,4692,6843,11167
153,7138,5894,3642,2239,2750,63728.25,2719,9077,37274,8209,4762,6900,11213
154,7082,5901,3636,2244,2760,62805.25,2733,9090,37228.5,8179,4774,6925,11294
155,7022,5896,3598,2252,2706,62487.5,2864,9104,37089.5,8002.5,4782,6962,11134
156,6996,5858,3589,2267,2670,61905.5,2984,9083,36551.5,7759.25,4780,7168,11060
157,6938,5910,3607,2284,2659,61557.5,3031,9026,36041.5,7513,4772,7112,11314
158,7030,5865,3632,2291,2639,60605.5,3109,9035,36219,8351.75,4774,7042,11088
159,7126,5919,3676,2302,2678,60306.5,3179,9161,37470,8687.5,4783,7000,11180
160,7233,5979,3678,2284,2696,60927.75,3202,9222,39034.5,8868.25,4782,7051,11018
161,7186,5947,3690,2273,2687,63376.25,3231,9211,40149.5,9018.75,4786,7041,11056
162,7037,5873,3661,2258,2677,63500.5,3193,9127,39197.5,8320.75,4781,7062,11608
163,6888,5785,3639,2254,2644,62814,3169,8906,37115,7750.5,4750,7085,11626
164,6797,5682,3606,2229,2585,59319.5,3045,8627,35360.5,6970.25,4658,6958,11794
165,6578,5535,3560,2192,2558,56497.5,3007,8427,33244,6313.5,4600,6841,11741
166,6285,5398,3509,2153,2494,55532.5,2934,8279,30170.5,6241,4045,6600,11673
167,6007,5212,3427,2112,2424,53295.25,2521,7935,27355.5,6067.5,3413,6337,11458
168,5904,5093,3390,1958,2377,51606.5,2714,7613,26470,6150.5,3217,5588,10463
169,5774,4919,3374,1935,2396,49452.75,2445,7592,26080.5,5586.5,3132,5522,10777
170,5678,4851,3381,1918,2381,48328.25,2434,7530,24878.5,5185,3127,5502,11123
171,5654,4854,3419,1942,2395,47922.75,2425,7541,24334,4961.5,3145,5457,11028
172,5667,4885,3460,1946,2402,48603,2432,7615,24741.5,5084.25,3164,5525,11042
173,5903,5014,3521,1988,2432,51596.25,2742,7891,27044.5,5303.25,3560,5753,11522
174,6260,5312,3693,2084,2528,56696.5,3035,8199,30575.5,6536.5,4311,6474,11718
175,6880,5777,3965,2222,2626,60816.5,3387,8662,32834,7031,4638,6798,11843
176,7122,5912,3977,2289,2706,62978.25,3710,8961,35459,7876.75,4693,6945,11020
177,7093,5952,4002,2310,2712,63698.75,3697,9057,35861.5,7994.5,4695,7001,11174
178,7058,5984,4000,2350,2783,63238.5,3686,9053,35772.5,7954.75,4694,6990,11196
179,7009,5971,4000,2352,2774,63022,3650,9043,36236,7741.25,4699,6991,11306
180,6980,5952,4036,2341,2752,61654.5,3696,8939,36542,7278,4694,6953,11373
181,6948,5935,4018,2351,2731,60678.25,3554,8913,36613,7156.25,4695,6946,11295
182,6998,5925,4026,2348,2724,59839.75,3570,8830,36554,7748,4695,6941,11410
183,7083,5950,4027,2325,2835,59682.25,3585,8948,37063.5,8550.5,4697,6865,11328
184,7164,6038,4032,2283,2863,60413.5,3680,9067,38565.5,8954.75,4697,6895,11184
185,7153,6053,3982,2252,2871,63753.75,3725,9149,39616.5,9316.25,4696,6949,11228
186,7186,6015,3939,2238,2835,64100.75,3784,9110,39049,8710.75,4686,6972,11577
187,6999,5955,3855,2236,2720,63964.75,3753,8951,37520.5,8377.75,4654,7015,11541
188,6794,5840,3818,2194,2682,60542,3250,8687,35457,7803.25,4653,6699,11704
189,6608,5717,3726,2163,2638,58284.5,2868,8587,33932,7357.25,4561,6627,11739
190,6329,5580,3672,2118,2582,57238,3265,8307,31327,7099.5,4233,6396,11597
191,6077,5447,3518,2074,2494,54807,2816,8045,26613.5,6683.25,4068,6392,11409
192,5855,5222,3375,1994,2355,51367.25,2618,7739,26082,5493.5,3609,6243,10134
193,5729,5144,3277,1955,2329,50080,2653,7723,25968.5,5342.75,3433,6294,9643
194,5651,5113,3186,1917,2288,49227.5,2714,7691,24929,5049.25,3427,6236,9619
195,5623,5084,3105,1888,2269,48222,2851,7706,23891.5,5079.25,3428,6326,9522
196,5605,5091,3029,1877,2253,48220.75,2919,7746,22823,5048,3429,6416,9626
197,5689,5079,2978,1886,2289,47973.75,2980,7803,22648.5,4938.25,3430,6570,10030
198,5880,5138,2928,1882,2317,49429,3126,7928,24262,5201.75,3558,6795,10620
199,6084,5241,2932,1935,2358,52061.75,3359,8369,25156,5546.25,3688,6978,11028
200,6327,5333,2944,1983,2440,54681.25,3839,8673,26057,6626,3794,7090,11459
201,6472,5459,2932,2034,2496,56142.75,3926,8928,28176,7370.5,3891,7133,10766
202,6578,5523,2924,2066,2538,56746.5,4005,8995,29403,6638.5,3949,7168,11183
203,6553,5487,2867,2049,2542,56752.25,3994,9018,29821,6416.5,3953,7169,11397
204,6509,5409,2789,2054,2539,56881.75,4001,9046,30145,6465,3910,7202,11456
205,6430,5015,2760,2050,2585,56926.75,4018,8990,30054,6832.5,3730,7115,11494
206,6426,4973,2749,2059,2579,55878.5,4042,8899,29756.5,7321.75,3701,7115,11694
207,6477,4977,2784,2060,2584,54930.25,4116,9010,30914.5,7797,3708,7100,11813
208,6593,5025,2796,2042,2645,55204.25,4118,9143,33223.5,8129.75,3706,7017,11789
209,6607,4979,2822,2026,2671,58526.5,4066,9283,35189.5,8458,3678,6946,11767
210,6602,4872,2808,2023,2682,60855.25,3999,9272,34338,8581.5,3558,6731,11594
211,6446,4962,2798,1979,2707,61303,3832,9135,31368,8963.25,3459,6589,10972
212,6206,4760,2672,1940,2550,57752.25,3597,8539,28996.5,8506.75,3395,6481,11048
213,5960,4597,2656,1901,2439,55488,2801,8353,26381,8014.5,3358,6329,10757
214,5682,4465,2676,1848,2530,54925,2596,8302,23455,7418,3255,6264,9762
215,5428,4372,2660,1837,2400,52653.25,1850,7927,20428.5,7004,2918,6087,8876
216,5195,4258,2599,1767,2274,49319.5,1101,8153,19934.5,5373.75,2630,5723,9156
217,4991,4242,2494,1745,2284,47509.75,233,8094,19729.5,5223,2415,5297,9026
218,4863,4212,2411,1712,2274,46781.25,-480,8075,19672,5092,2392,5115,9002
219,4804,4221,2347,1702,2224,45963.25,-556,8065,19361.5,4620.5,2374,5103,8932
220,4819,4244,2321,1694,2285,45689,-708,8099,19676,4473.5,2374,5111,9040
221,4903,4329,2319,1705,2302,45325.5,-605,8186,19647.5,4525.5,2379,5221,9126
222,5091,4473,2347,1737,2311,43732.25,-476,8354,20323.5,4776.5,2421,5628,8956
223,5306,4643,2454,1777,2279,46195.25,83,8574,21880.5,5119.75,2435,5906,9626
224,5543,4868,2614,1825,2343,48757.5,930,8692,23197,5495.25,2830,6375,9695
225,5785,5042,2770,1875,2404,50905,1662,8737,26181.5,6046.25,2838,6685,9907
226,5950,5161,2897,1912,2459,52246.75,2233,8854,28179,6417.25,2954,6800,10116
227,6025,5159,2978,1942,2502,53286.75,2268,8950,28753,6561.75,3140,6904,10169
228,6019,5135,2980,1961,2486,53410.5,2323,8917,29800.5,6848.25,3060,7026,10235
229,5994,5072,2985,1974,2463,52208.5,2370,8863,30108,6897.75,2996,7149,10265
230,6045,5030,3027,2006,2490,50957,2453,8924,30637.5,7067.25,3152,7175,10397
231,6204,5011,3123,2027,2518,50392,2645,8961,31449,7112.25,3385,7218,10728
232,6383,5090,3215,2036,2533,51450.5,2848,9203,33508,7591,3887,7265,10586
233,6420,5084,3274,2022,2523,53681.5,2935,9287,33727,8382,3908,7285,10696
234,6371,5077,3301,2030,2536,54043.25,2944,9213,32079,8672,3902,7286,10637
235,6293,5056,3320,2059,2506,52534,2729,8993,27614,8607.5,3726,7283,10460
236,6155,5047,3337,2033,2507,51560.25,2389,8705,24290,8358.25,3284,7280,10225
237,6079,4979,3313,2013,2519,49655,2164,8547,20468,8028.5,3006,7108,10126
238,5785,4882,3265,1989,2426,49314.75,1634,8353,17469,7363.25,2822,6563,9846
239,5564,4767,3215,1933,2426,45758.75,603,7870,13673,6609.5,2813,6371,8835
240,5397,4782,3117,1921,2292,41661.25,1064,7866,14419,5321.5,2672,6004,9581
241,5238,4748,3082,1883,2270,40562.75,654,7865,13797.5,4442,2467,5766,9533
242,5164,4714,3036,1843,2254,39538.25,-226,7753,13597.5,4038.5,2464,5685,9532
243,5180,4691,2997,1840,2265,39359,-1054,7755,14222,3710,2464,5737,9529
244,5239,4682,2984,1872,2292,40047.25,-1095,7917,14368.5,3517.75,2466,6061,9642
245,5495,4655,3036,1923,2306,42208.25,-1330,8266,14313.5,3882.75,2913,6362,11136
246,5941,4828,3176,2006,2426,48647,-1154,8574,17878.5,4967.75,3546,7267,11678
247,6484,5121,3399,2141,2576,53923,-534,9044,22891.5,6744.75,4304,7376,11697
248,6718,5187,3490,2209,2632,56660.5,-469,9184,26099.5,7998.25,4250,7342,11717
249,6728,5229,3486,2247,2667,56140,-678,9000,27377.5,8013.5,4166,7430,11721
250,6678,5221,3451,2253,2661,55274,-784,8950,27913,7879,3973,7499,11713
251,6657,5226,3432,2269,2588,54841,-961,8926,27763.5,7924,3742,7415,11723
252,6631,5234,3419,2301,2610,54614.5,-1376,8839,27764,7987,3558,7333,11729
253,6613,5284,3407,2287,2651,53817.75,-1437,8824,26673.5,8012.75,3579,7316,11520
254,6660,5302,3415,2280,2632,52546,-1487,8913,26353.5,8004,3465,7290,11340
255,6792,5372,3419,2280,2679,51855,-1337,9066,27134.5,8001.5,3480,7316,11316
256,6936,5460,3423,2268,2681,51667.75,-1200,9110,27755,7923,3575,7305,11172
257,6928,5395,3426,2233,2649,53383.5,-396,9148,28539.5,7717.5,3519,7225,11192
258,6940,5458,3421,2206,2705,52991,8,9111,27857,6795.5,3398,7065,10730
259,6830,5435,3437,2195,2632,51054.25,-340,8870,24844,5868.75,2814,6854,10027
260,6706,5373,3545,2158,2686,46683,-631,8520,23571.5,5138.75,2669,6417,9090
261,6587,5634,3583,2129,2700,42477.75,-1182,8237,21011,4990.5,2511,6110,7957
262,6283,5275,3497,2099,2582,40857,-1461,8069,18184.5,4147.5,2373,5949,8389
263,6004,4892,3508,2015,3069,39440.75,-1852,7830,16219.5,3117.75,2321,5009,7412
264,5882,4929,3469,2333,2458,36650.25,-2738,7552,16171.5,1678.75,1225,3191,7227
265,5759,4876,3444,2395,2424,35301.75,-2568,7435,16426.5,1366.75,1084,2861,7199
266,5754,4867,3405,2574,2417,34461,-2317,7475,15274.5,1300.75,1085,2923,7199
267,5740,4858,3314,2215,2416,35034.25,-1958,7617,15692,1516,1723,3582,7216
268,5840,4797,3228,1969,2512,36640,-1201,7790,15561.5,2371.75,2427,4164,7275
269,6075,4766,3167,2011,2466,38602.25,-260,8211,16758,3402.5,3317,5311,9171
270,6653,4962,3184,2116,2569,44982.75,553,8580,21515,5097,3061,5878,10597
271,7186,5157,3280,2227,2683,50493.5,1338,9077,28495,7362.5,3049,6099,10914
272,7415,5170,3287,2283,2722,54780.75,1946,9295,31450.5,8610,3052,6151,10636
273,7405,5104,3236,2298,2759,53230.75,785,9239,31503,9024.25,3048,6260,11412
274,7363,4994,3235,2312,2759,52412.5,853,9257,31837.5,8626.25,3169,6294,11456
275,7262,4886,3223,2302,2743,52268.5,349,9235,32124.5,7919.25,3191,6355,11718
276,7178,4764,3280,2340,2711,51441.5,-371,8921,32846,7616,3359,6373,11899
277,7072,4670,3285,2348,2694,50166.5,-520,8873,32288,7532.25,3381,6374,11897
278,7078,4637,3319,2344,2707,48824.5,-567,8942,32283,7941.25,3417,6360,11913
279,7152,4679,3381,2339,2707,48992.5,-443,9213,33637,8654.5,3513,6400,11972
280,7261,4704,3400,2318,2708,51617.75,-241,9495,35692.5,9063.25,3584,6482,11986
281,7215,4689,3412,2287,2700,53492.25,-61,9587,37400.5,9257.5,3578,6498,11995
282,7118,4715,3413,2260,2681,52972,81,9537,36233,8711,3594,6406,11949
283,7098,4658,3431,2258,2698,51210.5,-698,9166,34520.5,8628.5,3617,6430,11614
284,6940,4562,3373,2247,2668,47173.25,-621,8805,32375,8237.25,3621,6447,10990
285,6761,4426,3269,2227,2572,44084,-787,8554,30507.5,7516.75,3633,6426,10749
286,6482,4390,3152,2190,2493,41779.25,-1105,8317,28246.5,6638,3536,6389,9984
287,6221,4292,3041,2139,2487,39405.5,-1811,8137,25101.5,6006,3378,6074,8996
288,5918,4019,2448,2055,2645,35618.5,-2053,7843,24502.5,4906.75,2843,6383,8413
289,5770,3948,2457,2028,2505,34965,-2073,7811,24374,4515,2744,6044,8588
290,5715,4008,2534,2034,2556,34523.5,-1874,7737,23363.5,4326.5,2719,5742,8386
291,5718,4224,2688,2025,2529,34698,-1773,7729,22864.5,4078.5,2697,5630,8076
292,5755,4346,2873,2059,2555,35426.75,-1727,7853,22586.5,4277,2720,5614,8198
293,5896,4582,3100,2111,2548,37260.5,-793,8326,23420,4449,3753,5986,9243
294,6476,4992,3397,2233,2549,41726.75,-130,8651,27196,5938,3996,6337,10874
295,6993,5382,3663,2372,2663,45841.25,-558,8947,31467,7885,4002,6450,11983
296,7218,5544,3736,2387,2723,48793,-365,9125,33064,8217.75,4134,6680,11993
297,7208,5560,3716,2432,2775,47886.25,-975,9007,34196.5,7575.5,4135,6703,11992
298,7175,5556,3682,2509,2762,46916,-1157,9175,34630,6955.75,3999,6782,11951
299,7102,5543,3674,2519,2738,46319.25,-1336,9152,34889,6655.25,4016,6889,11699
300,7106,5512,3737,2540,2772,46254.75,-1394,9073,35393.5,6734,3957,6842,10942
301,7114,5575,3848,2592,3098,46444,-1623,9119,34837.5,7201.25,3906,6739,10322
302,7116,5409,3913,2586,3056,45730.75,-1876,9202,34748,7969.5,4054,6660,10223
303,7142,5497,3952,2587,2663,44915.75,-1652,9317,34667,8434,4080,6617,10852
304,7216,5694,3960,2569,2510,46051,-1748,9388,35726.5,8884.5,4307,6709,11613
305,7176,5741,3918,2529,2522,47762.75,-995,9427,36839,9446.75,4452,6803,11564
306,7061,5721,3856,2517,2507,47291,-745,9422,35867.5,9598.75,4460,6871,11442
307,6947,5739,3856,2483,2491,45979,-916,9149,33977,9207.25,4417,6747,11344
308,6853,5661,3771,2452,2523,44089.75,-776,8667,32336,8284.75,4414,6745,11086
